,projectid,projectname,countryname,projectmodality,status,approvalno,approvaldate,sector1,sector1a,safe_env,safe_ind,safe_res,countrycode,region,closingdate_initial,closingdate_final,totalcost_initial,totalcost_final,matchingresult,duration_initial,duration_final,delay,cost_overrun,cost_overrun_mark,delay_mark,closing_year,approval_year,year_for_plr,totalcost_initial_adj1_plr,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,totalcost_initial_adj,totalcost_final_adj,project_size,env_risk,soc_risk,risk_category
150,38049-013,Urban Infrastructure Development,Bhutan,Loan | Technical Assistance,Closed,2258 | 4844,2006-09-27,Transportation,Urban roads and traffic management ,B,C,A,BHU,South Asia,2012-12-31,2016-08-31,30.75,30.25,matched,6.3,9.9,3.7,-0.5,False,True,2016,2006,2006,106.33,206.33,2016,108.18,117.73,206.33,117.73,medium,1,1,Both
151,38136-013,Multi-sector Project for Infrastructure Rehabilitation in Jammu and Kashmir,India,Loan,Closed,2151,2004-12-21,Transportation,Road transport (non-urban) ,B,C,B,IND,South Asia,2009-12-31,2014-04-16,358.0,371.6,matched,5.0,9.3,4.3,13.600000000000025,True,True,2014,2004,2004,1537.99,3658.83,2014,1241.53,1449.99,3658.83,1449.99,mega,1,1,Both
152,38164-013,Natural Gas Access Improvement Project (formerly Clean Fuel Development Project),Bangladesh,Loan,Closed,2622 | 2623,2010-03-26,Energy,Conventional energy generation ,B,C,A,BAN,South Asia,2015-09-30,2019-08-05,541.92,399.31,matched,5.5,9.4,3.8,-142.60999999999996,False,True,2019,2010,2010,1692.57,2911.32,2019,1133.76,1133.76,2911.32,1133.76,mega,1,1,Both
153,38174-013,Southern Gansu Roads Development Project,China,Loan,Closed,2295,2006-12-18,Transportation,Road transport (non-urban),A,B,A,PRC,East Asia,2015-09-30,2015-12-28,1660.0,2275.1,matched,8.8,9.0,0.2,615.0999999999999,True,True,2015,2006,2006,4635.81,7315.86,2015,3746.69,4150.89,7315.86,4150.89,mega,1,1,Both
154,38196-013,Northern Power Transmission Expansion (Sector) Project,Viet Nam,Loan,Closed,2225,2005-12-21,Energy,Electricity transmission and distribution,B,B,A,VIE,Southeast Asia,2010-12-31,2015-10-23,452.7,447.0,matched,5.0,9.8,4.8,-5.699999999999989,False,True,2015,2005,2005,1953.19,5376.77,2015,1330.4,1500.48,5376.77,1500.48,mega,1,1,Both
155,38236-022,"Dushanbe-Kyrgyz Border Road Rehabilitation Project, Phase II (TAJ)",Tajikistan,Grant | Loan,Closed,0023 | 0154 | 2196,2005-11-17,Transportation,Road transport (non-urban),C,C,C,TAJ,Central and West Asia,2009-12-31,2013-08-30,64.5,59.93,matched,4.1,7.8,3.7,-4.57,False,True,2013,2005,2005,323.1,1387.71,2013,170.11,223.39,1387.71,223.39,mega,0,0,No Risk
156,38254-013,MFF - North Karnataka Urban Sector Investment Program (Facility Concept),India,Loan,Closed,6,2006-12-06,Water,,B,B,B,IND,South Asia,2016-06-30,2017-04-20,210.3,166.63,matched,9.6,10.4,0.8,-43.670000000000016,False,True,2017,2006,2006,844.86,1755.44,2017,525.05,558.56,1755.44,558.56,mega,1,1,Both
157,38254-063,North Karnataka Urban Sector Investment Program - Project 4,India,Loan,Closed,3088,2013-12-09,Transportation,Urban roads and traffic management ,B,C,B,IND,South Asia,2016-06-30,2017-04-20,210.3,166.63,matched,2.6,3.4,0.8,-43.670000000000016,False,True,2017,2013,2013,735.96,888.17,2017,525.05,558.56,888.17,558.56,large,1,1,Both
158,38255-013,MFF - Uttarakhand State-Road Investment Program (Facility Concept),India,Loan,Closed,10,2006-12-18,Transportation,,A,B,A,IND,South Asia,2012-03-31,2013-05-01,74.0,63.0,matched,5.3,6.4,1.1,-11.0,False,True,2013,2006,2006,297.29,617.71,2013,220.47,266.07,617.71,266.07,large,1,1,Both
159,38255-023,MFF - Uttarakhand State-Road Investment Program (Subproject 1),India,Loan,Closed,2308,2007-01-02,Transportation,Road transport (non-urban),A,B,A,IND,South Asia,2012-03-31,2013-05-01,74.0,63.0,matched,5.2,6.3,1.1,-11.0,False,True,2013,2007,2007,254.04,493.57,2013,220.47,266.07,493.57,266.07,medium,1,1,Both
160,38255-033,MFF - Uttarakhand State-Road Investment Program (Subproject 2),India,Loan,Closed,2458,2008-10-22,Transportation,Road transport (non-urban),B,B,B,IND,South Asia,2013-03-31,2015-08-19,200.0,138.96,matched,4.4,6.8,2.4,-61.03999999999999,False,True,2015,2008,2008,732.15,1302.7,2015,475.92,543.44,1302.7,543.44,mega,1,1,Both
161,38255-043,Uttarakhand State-Road Investment Program - Tranche 3,India,Loan,Closed,3040,2013-10-09,Transportation,Road transport (non-urban),B,C,B,IND,South Asia,2017-12-31,2018-06-29,501.55,376.67,matched,4.2,4.7,0.5,-124.88,False,True,2018,2013,2013,1755.21,2118.21,2018,1286.37,1317.31,2118.21,1317.31,mega,1,1,Both
162,38272-033,Uttarakhand Urban Sector Development Investment Program - Tranche 2,India,Loan,Closed,2797,2011-11-03,Water,Urban sewerage ,B,C,B,IND,South Asia,2015-12-31,2018-08-09,142.86,71.12,matched,4.2,6.8,2.6,-71.74000000000001,False,True,2018,2011,2011,440.27,608.96,2018,242.88,248.72,608.96,248.72,large,1,1,Both
163,38349-013,Air Transport Capacity Enhancement Project (formerly Civil Aviation Airport Development Project),Nepal,Grant | Loan,Closed,0181 | 2581,2009-11-23,Transportation,Air transport,B,C,C,NEP,South Asia,2015-06-30,2019-10-29,92.0,106.47,matched,5.6,9.9,4.3,14.47,True,True,2019,2009,2009,394.57,947.14,2019,377.04,377.04,947.14,377.04,large,1,0,Environmental Only
164,38357-013,National Highways Sector Project,Sri Lanka,Loan | Technical Assistance,Closed,2217 | 2767 | 4736 | 8252,2005-12-15,Transportation,Road transport (non-urban) ,B,C,A,SRI,South Asia,2016-12-31,2017-09-11,313.6,340.67,matched,11.0,11.7,0.7,27.069999999999993,True,True,2017,2005,2005,1246.97,3228.12,2017,1054.06,1141.89,3228.12,1141.89,mega,1,1,Both
165,38426-023,Decentralized Rural Infrastructure and Livelihood Project - Additional Financing,Nepal,Grant | Loan,Closed,0267 | 2796 | 8257,2011-10-31,Transportation,Road transport (non-urban),B,B,B,NEP,South Asia,2017-06-30,2019-04-05,66.45,67.89,matched,5.7,7.4,1.8,1.4399999999999975,True,True,2019,2011,2011,190.17,313.65,2019,240.42,240.42,313.65,240.42,medium,1,1,Both
166,38456-013,MFF - Power Distribution Enhancement Investment Program,Pakistan,Loan,Closed,21,2008-09-03,Energy,,B,B,B,PAK,Central and West Asia,2017-06-30,2019-04-22,228.2,175.4,matched,8.8,10.6,1.8,-52.79999999999998,False,True,2019,2008,2008,795.85,1808.87,2019,635.48,635.48,1808.87,635.48,mega,1,1,Both
167,38456-023,Power Distribution Enhancement Investment Program- Project 1,Pakistan,Loan,Closed,2438 | 2439,2008-09-12,Energy,Electricity transmission and distribution,B,B,B,PAK,Central and West Asia,2018-12-31,2019-04-22,341.0,240.2,matched,10.3,10.6,0.3,-100.8,False,True,2019,2008,2008,1189.24,2702.99,2019,870.25,870.25,2702.99,870.25,mega,1,1,Both
168,38456-033,Power Distribution Enhancement Investment Program - Tranche 2,Pakistan,Loan,Closed,2727,2010-12-14,Energy,Electricity transmission and distribution,B,C,B,PAK,Central and West Asia,2015-09-30,2019-04-22,301.55,183.43,matched,4.8,8.4,3.6,-118.12,False,True,2019,2010,2010,1156.26,2114.72,2019,664.57,664.57,2114.72,664.57,mega,1,1,Both
169,38456-034,Power Distribution Enhancement Investment Program - Tranche 3,Pakistan,Loan,Closed,2972,2012-12-14,Energy,Electricity transmission and distribution,B,C,B,PAK,Central and West Asia,2016-12-31,2019-04-22,271.47,236.0,matched,4.0,6.4,2.3,-35.47000000000003,False,True,2019,2012,2012,912.12,1303.72,2019,855.04,855.04,1303.72,855.04,mega,1,1,Both
170,38456-037,Power Distribution Enhancement Investment Program - Tranche 4,Pakistan,Loan,Closed,3096,2013-12-13,Energy,Conventional energy generation,C,C,C,PAK,Central and West Asia,2017-06-30,2019-04-22,228.2,175.4,matched,3.5,5.4,1.8,-52.79999999999998,False,True,2019,2013,2013,777.27,1034.59,2019,635.48,635.48,1034.59,635.48,mega,0,0,No Risk
171,38479-034,Regional Roads Development Project,Indonesia,Loan,Closed,2817,2011-11-24,Transportation,Road transport (non-urban),B,B,A,INO,Southeast Asia,2016-08-31,2019-05-29,380.5,272.0,matched,4.8,7.5,2.7,-108.5,False,True,2019,2011,2011,950.01,1278.29,2019,793.85,793.85,1278.29,793.85,mega,1,1,Both
172,38492-013,Power Grid Transmission (Sector) Project,India,Loan,Closed,2152,2004-12-21,Energy,Electricity transmission and distribution,B,A,A,IND,South Asia,2009-12-31,2012-10-05,568.0,602.2,matched,5.0,7.8,2.8,34.200000000000045,True,True,2012,2004,2004,2440.17,5805.09,2012,2030.61,2602.17,5805.09,2602.17,mega,1,1,Both
173,39038-013,Heilongjiang Roads Network Development Project,China,Loan,Closed,2247,2006-07-26,Transportation,Road transport (non-urban),A,B,A,PRC,East Asia,2011-09-30,2012-03-01,524.55,538.19,matched,5.2,5.6,0.4,13.6400000000001,True,True,2012,2006,2006,1464.89,2311.77,2012,959.6,1100.93,2311.77,1100.93,mega,1,1,Both
174,39149-013,Western Guangxi Roads Development Project,China,Loan,Closed,2345,2007-08-14,Transportation,Road transport (non-urban),A,A,A,PRC,East Asia,2013-04-30,2013-12-04,1566.0,1998.2,matched,5.7,6.3,0.6,432.2000000000001,True,True,2013,2007,2007,3971.37,5807.7,2013,3418.86,3834.28,5807.7,3834.28,mega,1,1,Both
175,39153-013,Chongqing-Lichuan Railway Development Project,China,Loan,Closed,2481,2008-12-08,Transportation,Rail transport (non-urban),A,B,A,PRC,East Asia,2015-06-30,2015-03-03,3071.11,4553.66,matched,6.6,6.2,-0.3,1482.5499999999995,True,False,2015,2008,2008,6722.69,9115.07,2015,7499.08,8308.1,9115.07,8308.1,mega,1,1,Both
176,39153-023,Railway Safety Enhancement Project,China,Loan,Closed,2390,2007-12-12,Transportation,Rail transport (non-urban),C,C,C,PRC,East Asia,2013-06-30,2014-10-16,140.0,131.53,matched,5.5,6.8,1.3,-8.469999999999999,False,True,2014,2007,2007,355.04,519.21,2014,218.76,242.69,519.21,242.69,large,0,0,No Risk
177,39176-013,MFF-Road Network Development Program,Azerbaijan,Loan,Closed,14,2007-09-28,Transportation,,A,B,A,AZE,Central and West Asia,2017-09-28,2018-05-22,58.0,37.05,matched,10.0,10.6,0.6,-20.950000000000003,False,True,2018,2007,2007,180.32,367.83,2018,119.46,119.2,367.83,119.2,medium,1,1,Both
178,39176-023,Road Network Development Program - Tranche 1,Azerbaijan,Loan,Closed,2354 | 2355,2007-10-04,Transportation,Road transport (non-urban),A,C,A,AZE,Central and West Asia,2010-06-30,2018-04-30,249.0,216.3,matched,2.7,10.6,7.8,-32.69999999999999,False,True,2018,2007,2007,774.15,1579.15,2018,697.44,695.89,1579.15,695.89,mega,1,1,Both
179,39176-033,Road Network Development Program - Project 2,Azerbaijan,Loan,Closed,2433,2008-08-22,Transportation,Road transport (non-urban),B,C,C,AZE,Central and West Asia,2012-04-30,2013-04-24,73.9,72.9,matched,3.7,4.7,1.0,-1.0,False,True,2013,2008,2008,175.21,279.28,2013,159.84,214.48,279.28,214.48,medium,1,0,Environmental Only
180,39176-043,Road Network Development Program - Tranche 3,Azerbaijan,Loan,Closed,2831,2011-12-14,Transportation,Road transport (non-urban),A,C,A,AZE,Central and West Asia,2014-12-31,2018-01-12,250.0,219.84,matched,3.0,6.1,3.0,-30.159999999999997,False,True,2018,2011,2011,514.78,713.34,2018,708.85,707.28,713.34,707.28,large,1,1,Both
181,39176-044,Road Network Development Program - Tranche 4,Azerbaijan,Loan,Closed,3116,2014-03-27,Transportation,Road transport (non-urban),B,C,C,AZE,Central and West Asia,2017-09-28,2018-05-22,58.0,37.05,matched,3.5,4.2,0.6,-20.950000000000003,False,True,2018,2014,2014,129.1,175.57,2018,119.46,119.2,175.57,119.2,medium,1,0,Environmental Only
182,39225-022,Road Network Project II,Bhutan,Grant | Technical Assistance,Closed,0174 | 7374,2009-11-10,Transportation,Road transport (non-urban) ,A,C,B,BHU,South Asia,2015-06-30,2016-06-30,54.32,59.16,matched,5.6,6.6,1.0,4.839999999999996,True,True,2016,2009,2009,183.09,307.74,2016,211.57,230.25,307.74,230.25,medium,1,1,Both
183,39265-022,Western Regional Road Corridor Development Project  - Phase I,Mongolia,Grant,Closed,107,2008-02-26,Transportation,Road transport (non-urban),A,C,C,MON,East Asia,2012-10-31,2016-05-18,112.22,61.55,matched,4.7,8.2,3.5,-50.67,False,True,2016,2008,2008,384.89,1067.47,2016,178.73,235.12,1067.47,235.12,mega,1,0,Environmental Only
184,39415-013,Sustainable Power Sector Support,Sri Lanka,Loan | Technical Assistance,Closed,2733 | 2734 | 7778,2011-01-27,Energy,Electricity transmission and distribution ,B,C,B,SRI,South Asia,2016-12-31,2018-01-24,162.03,133.34,matched,5.9,7.0,1.1,-28.69,False,True,2018,2011,2011,455.98,676.99,2018,433.74,450.53,676.99,450.53,large,1,1,Both
185,39419-013,Clean Energy and Access Improvement Project,Sri Lanka,Grant | Loan | Technical Assistance,Closed,0149 | 2518 | 2519 | 7265 | 7266 | 7267,2009-04-14,Energy,Electricity transmission and distribution ,B,B,B,SRI,South Asia,2013-11-30,2017-10-03,188.2,159.1,matched,4.6,8.5,3.8,-29.09999999999999,False,True,2017,2009,2009,594.66,985.03,2017,492.27,533.29,985.03,533.29,large,1,1,Both
186,39431-013,Colombo Port Expansion Project (formerly Colombo Port South Harbor Development),Sri Lanka,Loan,Closed,2319,2007-02-27,Transportation,Water transport (non-urban),A,C,C,SRI,South Asia,2011-04-30,2013-07-19,781.0,920.99,matched,4.2,6.4,2.2,139.99,True,True,2013,2007,2007,2852.29,5819.27,2013,2770.55,3504.63,5819.27,3504.63,mega,1,0,Environmental Only
187,39467-012,Rehabilitation of Bamian-Yakawlang Road,Afghanistan,Grant,Closed,9097,2006-09-26,Transportation,,B,C,A,AFG,Central and West Asia,2017-06-30,2017-11-16,140.9,175.13,matched,10.8,11.1,0.4,34.22999999999999,True,True,2017,2006,2006,576.43,1077.58,2017,778.48,846.43,1077.58,846.43,mega,1,1,Both
188,39595-013,Multitranche Financing Facility Mong Duong 1Thermal Power Project,Viet Nam,Loan,Closed,13,2007-09-21,Energy,,A,C,A,VIE,Southeast Asia,2016-12-31,2017-06-09,1187.39,1572.59,matched,9.3,9.7,0.4,385.1999999999998,True,True,2017,2007,2007,4627.89,10703.45,2017,4878.11,5177.52,10703.45,5177.52,mega,1,1,Both
189,39595-023,Mong Duong 1  Thermal Power Project - Project 1,Viet Nam,Loan,Closed,2353,2007-10-02,Energy,Conventional energy generation,A,C,A,VIE,Southeast Asia,2013-06-30,2014-02-18,27.86,22.02,matched,5.7,6.4,0.6,-5.84,False,True,2014,2007,2007,108.59,251.15,2014,63.1,69.95,251.15,69.95,medium,1,1,Both
190,39595-033,Mong Duong 1 Thermal Power Project - Tranche 2,Viet Nam,Loan,Closed,2610,2009-12-21,Energy,Conventional energy generation,A,A,B,VIE,Southeast Asia,2016-12-31,2017-06-09,902.85,880.13,matched,7.0,7.5,0.4,-22.720000000000027,False,True,2017,2009,2009,2934.74,5209.21,2017,2730.13,2897.7,5209.21,2897.7,mega,1,1,Both
191,39619-013,Eastern and North Central Provincial Road Project (formerly Road Network Project [Provincial Roads]),Sri Lanka,Loan | Technical Assistance,Closed,2546 | 7347,2009-09-16,Transportation,Road transport (non-urban) ,B,C,B,SRI,South Asia,2014-06-30,2016-08-05,78.0,73.35,matched,4.8,6.9,2.1,-4.650000000000006,False,True,2016,2009,2009,246.46,408.25,2016,231.2,264.17,408.25,264.17,medium,1,1,Both
192,39630-013,MFF - National Power Grid Development Investment Program (Facility Concept),India,Loan,Closed,19,2008-03-28,Energy,,B,C,C,IND,South Asia,2014-06-30,2016-02-10,2542.6,2352.0,matched,6.3,7.9,1.6,-190.5999999999999,False,True,2016,2008,2008,9307.83,16561.27,2016,7989.85,8837.24,16561.27,8837.24,mega,1,0,Environmental Only
193,39630-023,MFF - National Power Grid Development Investment Program  (Tranche1),India,Loan,Closed,2415,2008-03-28,Energy,Electricity transmission and distribution,B,B,B,IND,South Asia,2014-06-30,2016-02-10,2542.6,2352.0,matched,6.3,7.9,1.6,-190.5999999999999,False,True,2016,2008,2008,9307.83,16561.27,2016,7989.85,8837.24,16561.27,8837.24,mega,1,1,Both
194,39630-033,MFF - National Power Grid Development Investment Program - Tranche 2,India,Loan,Closed,2510,2009-03-03,Energy,Electricity transmission and distribution,B,B,B,IND,South Asia,2014-06-30,2016-02-10,2542.6,2352.0,matched,5.3,6.9,1.6,-190.5999999999999,False,True,2016,2009,2009,9025.09,15002.0,2016,7989.85,8837.24,15002.0,8837.24,mega,1,1,Both
195,39630-034,National Power Grid Development Investment Program - Tranche 3,India,Loan,Closed,2823,2011-12-07,Energy,Electricity transmission and distribution,B,C,B,IND,South Asia,2015-03-31,2015-05-19,122.5,86.84,matched,3.3,3.4,0.1,-35.66,False,True,2015,2011,2011,377.53,522.18,2015,297.42,339.62,522.18,339.62,large,1,1,Both
196,39652-013,"MFF-Gansu Heihe Rural Hydropower Development Investment Program [(previously known as ""Gansu Heihe Hydropower Development Project"") Facility Concept]",China,Loan,Closed,8,2006-12-13,Energy,,A,B,B,PRC,East Asia,2010-06-30,2010-04-01,49.09,57.9,matched,3.5,3.3,-0.2,8.809999999999995,True,False,2010,2006,2006,137.09,216.34,2010,117.71,149.38,216.34,149.38,medium,1,1,Both
197,39652-023,"MFF-Gansu Heihe Rural Hydropower Development Investment Program [(previously known as ""Gansu Heihe Hydropower Development Project"") Project 1]",China,Loan,Closed,2296,2006-12-18,Energy,Large hydropower generation,A,B,B,PRC,East Asia,2010-06-30,2010-04-01,49.09,57.9,matched,3.5,3.3,-0.2,8.809999999999995,True,False,2010,2006,2006,137.09,216.34,2010,117.71,149.38,216.34,149.38,medium,1,1,Both
198,39652-033,MFF-Gansu Heihe Rural Hydropower Development Investment Program - Project 2: Dagushan Hydropower Project,China,Loan,Closed,2408,2008-01-28,Energy,Large hydropower generation,A,C,B,PRC,East Asia,2012-12-31,2012-03-13,61.92,71.99,matched,4.9,4.1,-0.8,10.069999999999991,True,False,2012,2008,2008,135.54,183.77,2012,128.36,147.26,183.77,147.26,medium,1,1,Both
199,39655-013,Xinjiang Regional Road Improvement Project (Korla-Kuqa Section),China,Loan,Closed,2393,2007-12-13,Transportation,Road transport (non-urban),A,A,A,PRC,East Asia,2012-12-31,2014-04-30,594.0,569.0,matched,5.1,6.4,1.3,-25.0,False,True,2014,2007,2007,1506.38,2202.92,2014,946.37,1049.91,2202.92,1049.91,mega,1,1,Both
200,39669-013,CAREC Regional Road Project,Uzbekistan,Loan,Closed,2403,2007-12-19,Transportation,Road transport (non-urban),B,C,C,UZB,Central and West Asia,2012-06-30,2013-01-31,173.4,224.9,matched,4.5,5.1,0.6,51.5,True,True,2013,2007,2007,865.74,7656.97,2013,585.8,1590.77,7656.97,1590.77,mega,1,0,Environmental Only
201,39674-022,CAREC Transport Corridor 1 (Bishkek-Torugart Road) Project 1,Kyrgyz Republic,Grant,Closed,123,2008-11-14,Transportation,Road transport (non-urban),B,C,B,KGZ,Central and West Asia,2012-09-30,2013-03-11,30.3,21.33,matched,3.9,4.3,0.4,-8.970000000000002,False,True,2013,2008,2008,95.05,214.59,2013,67.22,96.55,214.59,96.55,medium,1,1,Both
202,39676-023,CAREC Regional Road Corridor Improvement Project (Supplementary),Kyrgyz Republic,Loan,Closed,2667,2010-09-21,Transportation,Road transport (non-urban),B,B,C,KGZ,Central and West Asia,2013-09-30,2014-02-28,76.05,70.8,matched,3.0,3.4,0.4,-5.25,False,True,2014,2010,2010,266.72,526.03,2014,236.73,313.63,526.03,313.63,large,1,1,Both
203,40005-013,Jharkhand State Roads Project,India,Loan,Closed,2594,2009-12-02,Transportation,Road transport (non-urban),B,B,A,IND,South Asia,2014-12-31,2018-07-03,240.01,235.69,matched,5.1,8.6,3.5,-4.319999999999993,False,True,2018,2009,2009,851.93,1416.12,2018,804.91,824.27,1416.12,824.27,mega,1,1,Both
204,40007-013,Surkhandarya Water Supply & Sanitation Project,Uzbekistan,Grant | Loan,Closed,0131 | 2466,2008-11-03,Water,Urban sanitation ,B,C,B,UZB,Central and West Asia,2014-09-30,2015-03-10,40.0,39.48,matched,5.9,6.3,0.4,-0.5200000000000031,False,True,2015,2008,2008,167.57,1168.89,2015,95.76,206.38,1168.89,206.38,mega,1,1,Both
205,40031-023,MFF - Rajasthan Urban Sector Development Investment Program (Tranche 1),India,Loan,Closed,2366,2007-11-08,Transportation,Urban roads and traffic management ,B,B,B,IND,South Asia,2013-06-30,2015-05-22,75.0,63.54,matched,5.6,7.5,1.9,-11.46,False,True,2015,2007,2007,257.47,500.23,2015,217.62,248.49,500.23,248.49,large,1,1,Both
206,40031-033,Rajasthan Urban Sector Development Investment Program - Tranche 2,India,Loan,Closed,2506,2009-01-19,Transportation,Urban roads and traffic management ,B,B,B,IND,South Asia,2014-06-30,2017-11-29,202.0,179.75,matched,5.4,8.9,3.4,-22.25,False,True,2017,2009,2009,717.01,1191.85,2017,566.39,602.54,1191.85,602.54,mega,1,1,Both
207,40037-013,Lae Port Development Project,Papua New Guinea,Grant | Loan,Closed,0102 | 2398 | 2399 | 8237,2007-12-18,Transportation,Water transport (non-urban),A,C,A,PNG,Pacific,2014-12-31,2016-06-30,197.37,195.27,matched,7.0,8.5,1.5,-2.0999999999999943,False,True,2016,2007,2007,349.49,540.12,2016,321.41,384.11,540.12,384.11,large,1,1,Both
208,40050-013,Jilin Urban Environmental Improvement Project,China,Loan,Closed,2360,2007-10-29,Water,Urban sewerage ,A,C,A,PRC,East Asia,2013-06-30,2013-10-15,352.68,341.03,matched,5.7,6.0,0.3,-11.650000000000034,False,True,2013,2007,2007,894.4,1307.96,2013,583.49,654.39,1307.96,654.39,mega,1,1,Both
209,40061-013,Java-Bali Electricity Distribution Performance Improvement Project,Indonesia,Grant | Loan,Closed,0198 | 2619 | 8245,2010-03-22,Energy,Electricity transmission and distribution,C,C,C,INO,Southeast Asia,2012-11-30,2016-11-25,120.0,83.94,matched,2.7,6.7,4.0,-36.06,False,True,2016,2010,2010,326.98,472.82,2016,244.63,269.11,472.82,269.11,medium,0,0,No Risk
210,40075-013,National Trade Corridor Highway Investment Program,Pakistan,Grant | Loan | Technical Assistance,Closed,0016 | 7008,2007-12-10,Transportation,,A,A,A,PAK,South Asia,2017-12-10,2017-12-15,150.0,97.75,matched,10.0,10.0,0.0,-52.25,False,False,2017,2007,2007,551.88,1391.34,2017,308.17,348.93,1391.34,348.93,mega,1,1,Both
211,40075-023,National Trade Corridor Highway Investment Program - Tranche 1,Pakistan,Loan,Closed,2400 | 2401,2007-12-17,Energy,Electricity transmission and distribution ,A,A,A,PAK,Central and West Asia,2015-03-31,2015-08-01,212.5,157.13,matched,7.3,7.6,0.3,-55.370000000000005,False,True,2015,2007,2007,781.83,1971.06,2015,509.96,606.21,1971.06,606.21,mega,1,1,Both
212,40075-033,"National Trade Corridor Highway Investment Program, Tranche 2",Pakistan,Grant | Loan,Closed,0434 | 3121,2014-04-01,Transportation,Road transport (non-urban),A,C,A,PAK,Central and West Asia,2017-12-10,2018-04-17,238.3,169.08,matched,3.7,4.0,0.4,-69.22,False,True,2018,2014,2014,811.44,1007.44,2018,536.48,584.96,1007.44,584.96,mega,1,1,Both
213,40075-043,National Trade Corridor Highway Investment Program - Tranche 3,Pakistan,Grant | Loan,Closed,0435 | 3197,2014-11-25,Transportation,Road transport (non-urban),A,C,A,PAK,Central and West Asia,2017-12-10,2017-12-15,150.0,97.75,matched,3.0,3.1,0.0,-52.25,False,False,2017,2014,2014,510.77,634.14,2017,308.17,348.93,634.14,348.93,large,1,1,Both
214,40173-013,Multitranche Financing Facility - Highlands Region Road Improvement Investment Program,Papua New Guinea,Grant | Loan | Technical Assistance,Closed,0029 | 7214,2008-12-16,Transportation,,B,B,B,PNG,Pacific,2016-06-30,2017-08-07,140.0,139.4,matched,7.5,8.6,1.1,-0.5999999999999943,False,True,2017,2008,2008,213.51,306.2,2017,220.72,244.92,306.2,244.92,medium,1,1,Both
215,40173-023,Highlands Region Road Improvement Investment Program - Project 1,Papua New Guinea,Loan,Closed,2496 | 2497,2008-12-22,Transportation,Road transport (non-urban),B,B,B,PNG,Pacific,2016-06-30,2017-08-07,140.0,139.4,matched,7.5,8.6,1.1,-0.5999999999999943,False,True,2017,2008,2008,213.51,306.2,2017,220.72,244.92,306.2,244.92,medium,1,1,Both
216,40198-013,Ho Chi Minh City-Long Thanh-Dau Giay Expressway Technical Assistance Project,Viet Nam,Loan,Closed,2374,2007-11-28,Transportation,Road transport (non-urban),C,C,C,VIE,Southeast Asia,2010-06-30,2012-01-10,11.22,10.77,matched,2.6,4.1,1.5,-0.450000000000001,False,True,2012,2007,2007,43.73,101.14,2012,31.43,37.59,101.14,37.59,medium,0,0,No Risk
217,40198-023,Ho Chi Minh City-Long Thanh-Dau Giay Expressway Construction Project,Viet Nam,Loan,Closed,2451,2008-09-30,Transportation,Road transport (non-urban),A,C,A,VIE,Southeast Asia,2014-12-31,2018-11-22,932.4,862.7,matched,6.3,10.1,3.9,-69.69999999999993,False,True,2018,2008,2008,3056.42,5762.41,2018,2679.94,2744.88,5762.41,2744.88,mega,1,1,Both
218,40296-013,Water Supply and Sanitation Sector Project,Armenia,Loan,Closed,2363,2007-10-31,Water,Urban sewerage ,B,C,B,ARM,Central and West Asia,2017-10-31,2018-01-17,95.0,92.62,matched,10.0,10.2,0.2,-2.3799999999999955,False,True,2018,2007,2007,228.84,335.21,2018,284.25,287.28,335.21,287.28,medium,1,1,Both
219,40423-033,Rural Connectivity Investment Program - Tranche 2,India,Loan,Closed,3065,2013-11-25,Transportation,Road transport (non-urban),B,C,C,IND,South Asia,2017-12-31,2019-03-20,356.56,269.56,matched,4.1,5.3,1.2,-87.0,False,True,2019,2013,2013,1247.81,1505.87,2019,944.24,944.24,1505.87,944.24,mega,1,0,Environmental Only
220,40517-042,Public-Private Infrastructure Development Facility (Supplement),Bangladesh,Grant,Closed,0253 | 0254,2011-05-17,Energy,Renewable energy generation - biomass and waste ,C,C,C,BAN,South Asia,2014-06-30,2015-10-01,83.0,81.64,matched,3.1,4.4,1.3,-1.3599999999999994,False,True,2015,2011,2011,252.48,402.64,2015,234.46,288.3,402.64,288.3,medium,0,0,No Risk
221,40553-013,Energy Access and Efficiency Improvement Project,Nepal,Grant | Loan,Closed,0182 | 0183 | 2587,2009-11-27,Energy,Electricity transmission and distribution ,B,C,A,NEP,South Asia,2017-03-31,2018-04-10,93.6,72.5,matched,7.3,8.4,1.0,-21.09999999999999,False,True,2018,2009,2009,401.44,963.63,2018,243.23,254.64,963.63,254.64,large,1,1,Both
222,40554-022,Rural Reconstruction and Rehabilitation Sector Development Program (Project grant),Nepal,Grant | Loan,Closed,0093 | 8234,2007-12-04,Transportation,Road transport (non-urban),B,B,B,NEP,South Asia,2012-06-30,2014-06-23,78.4,97.05,matched,4.6,6.6,2.0,18.64999999999999,True,True,2014,2007,2007,368.01,1081.46,2014,342.76,453.55,1081.46,453.55,mega,1,1,Both
223,40610-013,Rural Road Sector Project,Armenia,Loan | Technical Assistance,Closed,2351 | 4973,2007-09-28,Transportation,Road transport (non-urban),B,C,C,ARM,Central and West Asia,2011-06-30,2011-12-08,64.84,66.94,matched,3.8,4.2,0.4,2.0999999999999943,True,True,2011,2007,2007,156.19,228.79,2011,152.37,182.81,228.79,182.81,medium,1,0,Environmental Only
