projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
38160,B,C,C,TON,Pacific,Tonga,A,B1,11.3,11.26,2008,2015,5.1,1.6,,,14.21,13.36,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2016,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38174,A,D,D,PRC,East Asia,China,C,B2,300,300,2006,2015,8.79,0.24,,,1660,2275.1,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,less than efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38189,D,D,D,TIM,Southeast Asia,Timor-Leste,B,A,6,5.92,2007,2016,3.45,5.24,,,7.5,7.42,False,Water,Urban water supply,na,na,less than successful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2019,less than successful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
38196,B,D,D,VIE,Southeast Asia,Viet Nam,C,B1,360,351.72,2005,2015,5.03,4.81,,,452.7,447,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38236,C,C,C,TAJ,Central and West Asia,Tajikistan,A,A,50,51.7,2005,2013,4.12,3.67,,,64.5,59.93,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2013,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38254,B,B,B,IND,South Asia,India,B,B2,33,23.42,2007,2014,4.93,2.56,,,51.4,35.45,False,Water,Urban Water Supply,na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2016,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
38255,B,B,A,IND,South Asia,India,B,B2,50,40.35,2007,2013,5.25,1.08,,,74,63,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38357,B,C,A,SRI,South Asia,Sri Lanka,B,B1,243,236.88,2005,2017,11.05,0.7,,8,313.6,340.67,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2019,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38492,B,D,D,IND,South Asia,India,B,B2,400,400,2004,2012,5.03,2.76,,,568,602.2,True,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2018,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
38618,B,D,D,TIM,Southeast Asia,Timor-Leste,B,A,10,9.89,2005,2010,2.76,1.83,,,12.5,12.39,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2011,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39019,B,B,B,PRC,East Asia,China,C,B2,120,117.84,2006,2016,5.26,4.56,,,330.4,340.97,True,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2018,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39038,A,D,D,PRC,East Asia,China,C,B2,200,200.22,2006,2012,5.18,0.42,,,524.55,538.19,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2013,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39149,A,A,A,PRC,East Asia,China,C,B2,300,300,2007,2013,5.71,0.6,550,1298.9,1566,1998.2,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2015,na,na,na,na,na,na,na,na
39153,D,B,A,PRC,East Asia,China,C,B2,100,99.14,2007,2014,5.55,1.3,,,140,131.53,False,Transportation,Rail transport (non-urban),na,na,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory
39153,D,B,A,PRC,East Asia,China,C,C,150,145.15,2008,2015,6.56,-0.33,,,3071.11,4553.66,True,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39175,B,C,D,VIE,Southeast Asia,Viet Nam,C,B1,100,98.24,2006,2016,6.04,3.98,77.5,81.63,161.66,154.54,False,Transportation,Rail transport (non-urban),na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2017,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory
39176,A,B,A,AZE,Central and West Asia,Azerbaijan,C,B,55.4,54.5,2008,2013,3.69,0.98,,,73.9,72.9,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2014,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39228,A,A,A,PRC,East Asia,China,C,B2,105,104.45,2008,2014,5.69,0.36,,,190.9,162.2,False,Transportation,Other urban services,Water,Energy utility services,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2016,na,na,na,na,na,na,na,na
39415,B,C,B,SRI,South Asia,Sri Lanka,B,B,120,94.12,2011,2018,5.93,1.07,,,162.03,133.34,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39431,A,C,C,SRI,South Asia,Sri Lanka,B,B1,300,300,2007,2013,4.17,2.22,,,781,920.99,True,Transportation,Water transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2016,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39581,B,C,C,SOL,Pacific,Solomon Islands,A,A,0.35,0.35,2006,2013,4.9,2.3,15.85,19.401,16.85,21.375,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PCR,2014,na,na,na,na,na,na,na,na
39595,D,D,D,VIE,Southeast Asia,Viet Nam,C,B1,930.71,902.15,2007,2017,9.29,0.44,,489.05,1187.39,1572.59,True,Energy,Conventional energy generation,na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory
39619,B,C,B,SRI,South Asia,Sri Lanka,B,B,71.061934,65.33,2009,2016,4.79,2.1,,,78,73.35,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,highly relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39652,A,B,B,PRC,East Asia,China,C,B2,28,28,2008,2012,4.93,-0.8,,,61.92,71.99,True,Energy,Large hydropower generation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2013,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory
39652,A,B,B,PRC,East Asia,China,C,B2,22,22,2006,2010,3.53,-0.25,,,49.09,57.9,True,Energy,Large hydropower generation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,satisfactory,PPER,2012,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory
39653,C,C,C,PRC,East Asia,China,C,C,42.94,42.94,2011,2013,2.32,-0.05,,,79.05,85.47,True,Energy,Energy efficiency and conservation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2016,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory
39653,C,C,C,PRC,East Asia,China,C,C,22.06,22.06,2009,2012,3.04,-0.23,,,66.14,70.74,True,Energy,Energy sector development and institutional reform,na,na,highly successful,highly relevant,highly effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2014,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory
39653,C,C,C,PRC,East Asia,China,C,C,35,35,2008,2012,3.56,0.09,,,50,59.27,True,Energy,Energy efficiency and conservation,na,na,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2014,successful,relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory
39655,A,A,A,PRC,East Asia,China,C,B2,150,150,2007,2014,5.05,1.33,,,594,569,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39669,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B2,75.3,59.88,2007,2013,4.53,0.59,,,173.4,224.9,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39674,B,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,20,17.54,2008,2013,3.88,0.44,,,30.3,21.33,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2014,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
39676,B,C,B,REG,Central and West Asia,#N/A,REG,REG,102,101.84,2007,2014,5.94,0.48,,,148,135.59,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40007,B,B,B,UZB,Central and West Asia,Uzbekistan,B,B,31.5,31.16,2008,2015,5.91,0.44,1.5,1.5,40,39.48,False,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2017,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40031,D,D,D,IND,South Asia,India,B,B2,60,50.02,2007,2015,5.65,1.89,,,75,63.54,False,Water,"Urban policy, institutional and capacity development",Transportation,Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40037,A,C,A,PNG,Pacific,Papua New Guinea,B,B2,197.37,195.27,2007,2016,7.04,1.5,8.25,7.81,197.37,195.27,False,Transportation,Water transport (non-urban),na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2017,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
40043,B,C,B,REG (AFG/TAJ),Central and West Asia,#N/A,REG,REG,68.5,58.82,2006,2014,4.04,3.18,34.6,39.4,121.9,102.9,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory (Barki Tojik); satisfactory (DABS),less than satisfactory (Barki Tojik); satisfactory (DABS),satisfactory,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory (Barki Tojik); satisfactory (DABS),less than satisfactory (Barki Tojik); satisfactory (DABS),satisfactory,satisfactory,PVR,2014,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory (Barki Tojik); satisfactory (DABS),less than satisfactory (Barki Tojik); satisfactory (DABS),satisfactory
40050,A,B,A,PRC,East Asia,China,C,B2,100,94.8,2007,2013,5.67,0.29,137.59,113.22,352.68,341.03,False,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2014,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40051,A,C,A,PRC,East Asia,China,C,B2,80,80,2008,2014,4.44,1.84,,,161.5,172.4,True,Transportation,Urban roads and traffic management,Energy,Energy utility services,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40052,A,B,A,PRC,East Asia,China,C,B2,80,80,2007,2013,5.55,0.35,,,255.9,369,True,Water,Urban water supply,na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40061,C,C,C,INO,Southeast Asia,Indonesia,C,C,101,71.71224742,2010,2016,2.7,3.99,50,31.62,120,83.94,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory
40075,A,A,A,PAK,Central and West Asia,Pakistan,B,B1,180,126.44,2007,2015,7.29,0.34,,,212.5,157.13,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2019,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
40173,D,D,D,PNG,Pacific,Papua New Guinea,B,B,100,99.41,2008,2017,7.53,1.1,,,140,139.4,False,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,PVR,2019,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
40296,B,C,B,ARM,Central and West Asia,Armenia,C,B1,76,74.25,2007,2018,10.01,0.21,,,95,92.62,False,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2019,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40364,B,A,C,VIE,Southeast Asia,Viet Nam,C,B,45,37.55,2009,2018,7.54,0.86,,,50,41.5,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2019,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory
40553,B,B,B,NEP,South Asia,Nepal,A,A,69.5,52.39,2009,2018,7.35,1.03,4.2,3.69,93.6,72.5,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
40554,B,B,C,NEP,South Asia,Nepal,A,A,100,93.56,2007,2014,4.55,1.98,31.5,31.85,161.2,179.85,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
40559,B,B,B,BAN,South Asia,Bangladesh,B,B,87,392.39,2008,2016,6.67,1.28,40.8,44.66,167.5,168.41,True,Transportation,Urban roads and traffic management,Water,Urban flood protection,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40610,B,C,C,ARM,Central and West Asia,Armenia,C,B1,47.92,47.81,2007,2011,3.76,0.44,,,64.84,66.94,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40626,A,A,A,PRC,East Asia,China,C,C,250,247.42,2010,2016,5.58,0.29,,,1753,1879.09,True,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40641,A,C,A,PRC,East Asia,China,C,C,100.25,97.5,2009,2016,6.65,0.47,0.3,0.3,235.9,180.6,False,Water,Urban sewerage,Energy,Energy utility services,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40642,A,C,A,PRC,East Asia,China,C,C,100,97.95,2008,2017,6.05,2.58,,,263.34,242.73,False,Transportation,Urban roads and traffic management,Water,Urban housing,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40643,A,A,A,PRC,East Asia,China,C,C,100,97.8,2009,2015,5.51,0.48,,,187.2,149,False,Transportation,Urban roads and traffic management,Water,Urban solid waste management,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2017,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
40665,A,C,A,PRC,East Asia,China,C,C,200,195.42,2008,2014,5.55,0.33,,,396.33,425.21,True,Water,Urban sewerage,na,na,highly successful,highly relevant,effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,highly relevant,effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2016,successful,highly relevant,effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,880,745.91,2008,2016,11.55,-3.96,238,238.33,1480,1067.17,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2018,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,187,184.66,2009,2015,5.73,0.31,,,220,218.65,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,173,164.67,2010,2016,3.13,2.59,68,68.33,281,269.31,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,340,224,2008,2014,5.01,0.22,,,400,266.01,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2014,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41122,A,D,A,GEO,Central and West Asia,Georgia,C,B,150,0.18,2010,2011,3.98,-3.02,,,185,8.22,False,Transportation,Road transport (non-urban),na,na,unsuccessful,relevant,ineffective,inefficient,nr,satisfactory,satisfactory,satisfactory,unsuccessful,less than relevant,ineffective,less than efficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2015,unsuccessful,less than relevant,ineffective,less than efficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory
41123,B,C,C,CAM,Southeast Asia,Cambodia,A,A,6,5.57,2008,2015,5.95,1.29,34.8,39.43,58.36,47.62,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2015,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
41127,B,B,A,IND,South Asia,India,B,B,420,351.52,2008,2013,3.87,0.5,,,468,450.6,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41171,B,B,B,SOL,Pacific,Solomon Islands,A,A,12,12,2010,2017,5.63,0.97,60,54.12,84.5,80.17,False,Transportation,Transport policies and institutional development,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
