id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P101432,Latin America and Caribbean,Uruguay,Closed,BANK APPROVED,UY APL2 OSE Modernization & Systems Rehabilitation Project,"Water, Sanitation and Waste Management",Sanitation,"The Project Development Objective is to ensure Uruguayans receive more accountable, customer orientated and better value for money, water and sanitation services.",12/12/06,2007,2007,2013,6/28/07,10/17/07,3/31/13,18100000,50000000,0.27,0.73,68100000,68100000,50000000,0,0,50000000,Investment Project Financing,B,Not Applicable,N,5/1/15,IBRD
P101578,East Asia and Pacific,Papua New Guinea,Closed,BANK APPROVED,PNG Energy Sector Development Project,Energy and Extractives,Renewable Energy Hydro,Project Development objective: The project development objectives (PDO) are to (i) strengthen policy development andstrategic framework for renewable energy and rural electrification; and (ii) to attract investors for sustainable development ofnew hydropower generation to supply to the Port Moresby electricity grid.,12/8/10,2013,2013,2019,2/21/13,11/27/13,7/31/19,1050000,7300000,0.13,0.87,8350000,8350000,0,7300000,0,7300000,Investment Project Financing,B,Not Applicable,N,7/7/23,IDA
P101592,Europe and Central Asia,Tajikistan,Closed,BANK APPROVED,Additional Financing for the  Dushanbe Water Supply Project,"Water, Sanitation and Waste Management",Water Supply,"To improve the safety, reliability, efficiency, and financial viability of the water supply services in Dushanbe.",7/27/06,2006,,2011,12/19/06,,6/30/11,700000,5000000,0.12,0.88,5700000,5700000,0,5000000,0,5000000,Specific Investment Loan,B,Not Applicable,Y,1/15/13,IDA
P101625,Europe and Central Asia,Georgia,Closed,BANK APPROVED,HYDRO REHABILITATION,Energy and Extractives,Power," The project is designed to rehabilitate existing or construct new hydropower plants to create at least 15 MW of additional small, run of the river hydro capacity. There has been 24 potential project sites of which 7 have been pre-selected, for the first year of the project to develop at least 5 MW of additional capacity with an additional 5 MW add each year for the next two years.",6/13/07,2007,2007,2018,8/31/07,8/31/07,6/30/18,3000000,0,1,0,3000000,3000000,,,3000000,3000000,,,,N,7/10/25,Other
P101650,South Asia,India,Closed,BANK APPROVED,IN Andhra Pradesh and Telangana Rural Water Supply and Sanitation,"Water, Sanitation and Waste Management",Sanitation,"To assist GoAP in improving rural water supply and sanitation services through progressive decentralization, communityparticipationand enhanced accountability.",4/5/07,2009,2010,2017,9/22/09,3/23/10,11/30/17,30000000,150000000,0.17,0.83,180000000,180000000,0,150000000,0,150000000,Investment Project Financing,B,Not Applicable,N,7/11/24,Other
P101653,South Asia,India,Closed,BANK APPROVED,POWER SYSTEM DEVELOPMENT PROJECT IV,Energy and Extractives,Energy Transmission and Distribution,The objective of the project is to strengthen India's electricity transmission system in order to increase reliable power exchange between regions and states.,1/14/08,2008,2008,2014,3/18/08,5/16/08,7/31/14,1514000000,600000000,0.72,0.28,2114000000,2114000000,600000000,0,0,600000000,Investment Project Financing,A,Not Applicable,N,2/28/22,IBRD
P101655,South Asia,India,Closed,BANK APPROVED,DFID West Bengal - TA for Capacity Bldg.,Energy and Extractives,Power,,3/20/07,2007,2007,2009,3/20/07,3/20/07,3/31/09,750000,0,1,0,750000,750000,,,750000,750000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P101699,South Asia,Sri Lanka,Closed,BANK APPROVED,LK: Renewable Energy - AF,Energy and Extractives,Renewable Energy Biomass,(1) Improve the quality of rural life by utilizing off-grid renewable energy technologies to provide energy services to remote communities. (2) Promote private sector power generation from renewable energy resources for the main grid.,5/17/07,2007,,2011,6/14/07,,12/31/11,0,40000000,0,1,40000000,40000000,0,40000000,0,40000000,Specific Investment Loan,B,Not Applicable,Y,1/15/13,IDA
P102000,Western and Central Africa,Ghana,Closed,BANK APPROVED,Transport Sector Project,Transportation,Urban Transport,"The project development objective (PDO) is to improve mobility of goods and passengers through reduction in travel time and vehicle operating cost, and to improve road safety standards. This objective will be achieved through strengthening the capacity of transport institutions in planning, regulation, operations and maintenance, and through infrastructure investment.",2/13/08,2009,2009,2018,6/30/09,11/12/09,12/31/18,0,225000000,0,1,225000000,225000000,0,225000000,0,225000000,Investment Project Financing,A,Not Applicable,N,1/24/23,IDA
P102095,Latin America and Caribbean,Colombia,Closed,BANK APPROVED,Natural Gas Distribution for Low Income Families in the Caribbean Coast.,Energy and Extractives,Oil and Gas,,5/19/06,2006,2006,2008,5/19/06,5/19/06,3/31/08,5085000,0,1,0,5085000,5085000,,,5085000,5085000,Specific Investment Loan,C,Not Applicable,N,7/25/24,Grants
P102170,Europe and Central Asia,Bosnia and Herzegovina,Closed,BANK APPROVED,Urban Infrastructure Additional Financing,"Water, Sanitation and Waste Management",Sanitation,"The objectives of the proposed project are threefold: (i) improve the availability, quality and reliability of basic municipal services and in particular, water supply and sanitation; (ii) strengthen the ability of cantonal and municipal governments to improve management and institutional capacity for infrastructure development through Urban Management Development Plans; and (iii) where possible, foster deeper social cohesion through improvements in overall living conditions.",4/20/07,2007,,2011,6/19/07,,6/30/11,650000,5000000,0.12,0.88,5650000,5650000,0,5000000,0,5000000,Specific Investment Loan,B,Not Applicable,Y,1/15/13,IDA
P102324,Europe and Central Asia,Russian Federation,Closed,BANK APPROVED,CF 4: Rosneft Gas Flaring Reduction Project,Energy and Extractives,Oil and Gas,The project's objectives are to: (i) to generate and sell greenhouse gas (GHG) emission reductions (ERs) and transfer ERs as Emission Reduction Units (ERUs) to buyers under Joint Implementation (JI) mechanism by using flare gas that would have been otherwise flared; (ii) support investment in technology having environmental performance that will provide reductions also in local air pollution.,10/2/07,2008,2008,2013,9/15/08,8/12/08,6/30/13,200000000,0,1,0,200000000,200000000,,,150000000,150000000,,,,N,12/19/24,Grants
P102341,Latin America and Caribbean,Uruguay,Closed,BANK APPROVED,UY UTE 10MW Grid Connected Wind Power Farm at Caracoles Hill,Energy and Extractives,Power,The development objective of the proposed project is to assist Uruguay in gaining experience with grid-connected renewable energy through the installation of a 10 MW wind farm supported by the generation of emission reductions.,7/27/09,2010,2010,2015,4/29/10,7/8/10,12/31/15,700000,0,1,0,700000,700000,,,700000,700000,,,,N,12/19/24,Grants
P102395,Europe and Central Asia,Croatia,Closed,BANK APPROVED,Second Coastal Cities Pollution Control Project,"Water, Sanitation and Waste Management",Sanitation,Same as PDO,4/17/08,2008,2009,2016,12/11/08,6/4/09,5/31/16,6400000,96000000,0.06,0.94,102400000,102400000,,,6400000,6400000,Adaptable Program Loan,F,Not Applicable,Y,10/12/23,
P102472,South Asia,India,Closed,BANK APPROVED,Naandi - India Foundation,"Water, Sanitation and Waste Management",Water Supply,,5/16/07,2007,2007,2009,5/16/07,5/16/07,12/31/09,850000,0,1,0,850000,850000,,,850000,850000,Specific Investment Loan,C,Not Applicable,N,7/25/24,Grants
P102474,Latin America and Caribbean,Honduras,Closed,BANK APPROVED,GPOBA W3 - Honduras OBA Fund,"Water, Sanitation and Waste Management",Water Supply,,6/19/07,2007,2007,2012,6/19/07,6/19/07,12/31/12,4440000,0,1,0,4440000,4440000,,,4440000,4440000,Specific Investment Loan,C,Not Applicable,N,1/27/14,Grants
P102478,Western and Central Africa,Senegal,Closed,BANK APPROVED,Senegal Sanitation- Supporting Access to on-site sanitation services through OBA scheme in Senegal,"Water, Sanitation and Waste Management",Sanitation,The development objective of the grant is to increase access to on-site sanitation for households living in the Dakar region in a sustainable manner.,7/6/07,2007,2007,2011,7/6/07,11/8/07,12/31/11,7700000,0,1,0,7700000,7700000,,,7700000,7700000,Sector Investment and Maintenance Loan,B,Not Applicable,N,1/15/13,Grants
P102479,Latin America and Caribbean,Bolivia,Closed,BANK APPROVED,Bolivia Decentralized Electricity for Universal Access,Energy and Extractives,Power,"The project aims to increase affordable access to electricity in remote rural areas of Bolivia.   To this end the project will:   (a)	Extend sustainable electricity access to at least 7,000 households, micro-enterprises, schools and/or clinics in remote and dispersed rural areas using solar home systems at a subsidy of $650 per unit, and develop basic improved lighting solutions at a subsidy of $150 per unit for an additional estimated 2,000 very poor households  (therefore directly benefiting an estimated 9,000 households, or 45,000 people).  (b)	Consolidate and mainstream a mechanism for electrification of dispersed households in Bolivia using output-based #Service Contracts# with private sector for the provision of electricity with decentralized, renewable energy technologies under the framework of the Government#s universal access policy.",7/2/07,2007,2007,2013,7/2/07,9/26/07,6/30/13,5175000,0,1,0,5175000,5175000,,,5175000,5175000,Investment Project Financing,B,Not Applicable,N,7/21/21,Grants
P102527,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,Closed,BANK APPROVED,Morocco Urban WS&S Access Pilots,"Water, Sanitation and Waste Management",Water Supply,"Objective of the project is to provide sustainable access to combined water and sewerage services to peri-urban #quartiers# with high levels of #vulnerable# households, ie with household incomes falling under  295 US$/month (150% of the poverty line of Dh 1687) or about US$60/cap/month.",1/29/07,2007,2007,2011,1/29/07,1/29/07,12/31/11,7000000,0,1,0,7000000,7000000,,,7000000,7000000,Specific Investment Loan,C,Not Applicable,N,2/24/16,Grants
P102529,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Jakarta Water,"Water, Sanitation and Waste Management",Water Supply,,11/1/07,2007,2007,2013,11/1/07,11/1/07,6/30/13,2600000,0,1,0,2600000,2600000,,,2600000,2600000,Investment Project Financing,C,Not Applicable,N,2/24/16,Grants
P102732,Europe and Central Asia,Croatia,Closed,BANK APPROVED,Coastal Cities Pollution Control Project 2,"Water, Sanitation and Waste Management",Sanitation,"To improve the provision of efficient and sustainable wastewater services in participating coastal municipalities; and to reduce the nutrient load entering Croatia's coastal waters from, and pilot innovative wastewater treatment solutions in, selected municipalities.",3/11/08,2008,2009,2016,12/11/08,6/4/09,5/31/16,87500000,87500000,0.5,0.5,175000000,175000000,87500000,0,0,87500000,Investment Project Financing,F,Not Applicable,N,10/12/23,IBRD
P102818,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,BR AF Espirito Santo Water & Coastal Pollution Management,"Water, Sanitation and Waste Management",Sanitation,"The development objectives of this additional financing will be to meet the original objectives of Project Brazil - P006522 - Espirito Santo Water & Coastal Pollution:1. Improve the efficiency of the water supply and sewerage systems of the State Water Company of Espirito Santo (CESAN) by supporting its efforts to operate on a commercial basis with financial self-sufficiency.2. Increase the coverage level of CESAN's water supply and basic sanitation services in the urban areas of Grande Vitoria, Guarapari, Castelo, Iuna, Sao Gabriel de Palha, Nova Venecia, Concepcao da Barra, and other towns located in the Santa Maria and Jucu river basins.3. Provide appropriate water and sanitation infrastructure in low-income urban areas of Grande Vitoria and Guarapari.In addition, additional financing will allow the project to meet its original objective of strengthening SEAMA?s and IEMA?s environmental management capacity.",3/10/08,2009,,2011,2/24/09,,5/23/11,38500000,71500000,0.35,0.65,110000000,110000000,71500000,0,0,71500000,Specific Investment Loan,B,Not Applicable,Y,8/8/14,Other
P103034,East Asia and Pacific,Palau,Closed,BANK APPROVED,Palau Oil and Gas,Energy and Extractives,Oil and Gas,,4/11/07,2007,2007,2010,4/11/07,4/11/07,9/30/10,435243.48,0,1,0,435243.48,435243.5,,,235078.48,235078.48,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P103037,Eastern and Southern Africa,Kenya,Closed,BANK APPROVED,Electricity Expansion,Energy and Extractives,Renewable Energy Biomass,"The project has two development objectives:(a) increase the capacity, efficiency, and quality of electricity supply; and(b) expand access to electricity in urban, peri-urban, and rural areas",10/8/09,2010,2010,2017,5/27/10,10/1/10,12/31/17,1060650000,330000000,0.76,0.24,1390650000,1390649980,0,330000000,800000000,1130000000,Investment Project Financing,A,Not Applicable,N,9/16/21,IDA
P103238,East Asia and Pacific,Viet Nam,Closed,BANK APPROVED,Vietnam Renewable Energy Development Project,Energy and Extractives,Renewable Energy Biomass,"The objective of the proposed project is to increase the supply of electricity to the national grid from renewable energy sources on a commercially, environmentally and socially sustainable basis.",8/29/07,2009,2009,2018,5/5/09,9/14/09,6/30/18,116050000,202000000,0.36,0.64,318050000,318049984,0,202000000,2280000,204280000,Investment Project Financing,F,Not Applicable,N,7/16/19,Other
P103241,Western and Central Africa,Cote d'Ivoire,Closed,BANK APPROVED,CI-Azito Partial Risk Guarantee (FY99),Energy and Extractives,Power," This 2 x 144 open cycle gas turbine project was bid out through international RFP in 1997. The additional capacity was needed to meet growing demand in Cote D'ivoire, and also regional demand in Ghana. The ABB/IPS consortium won the bid, and subsequently EDF was added to the equity.  The project followed the successful Ciprel IPP, which IFC also financed. IFC was co-lead arranger for the debt financing with Societe Generale. The financing was closed in less than 18 months, and the turbines were spinning just over two years after the bid was awarded. It included a significant tranche of commercial loans, under a joint IFC B loan and IDA Partial Risk Guarantee package as well as a tranche dedicated to strngthen the transmission ring around Abidjan and to evacuate Azito power. This was the first project of its kind to recive commercial bank funding in this in Africa.An agreement was made with the Government and CIE to create a clear protocol to manage electricity sector revenues. This ensures that the entire system was always in financial balance (e.g. through tariff management, a well defined cash waterfall, and controlled entry of new generation capacity). Fuel for Azito comes from the Foxtrot gas field offshore Abidjan, and paymentfor this gas is managed under the same protocol.IFC's investment in this project will total US$71,200,000.",12/10/98,1998,,2011,12/10/98,,7/1/11,35000000,0,1,0,35000000,35000000,,,,,Investment Project Financing,Not Available,Not Available,N,12/19/24,IDA
P104022,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Makassar - TPA Tamangapa Landfill Methane Collection and Flaring,"Water, Sanitation and Waste Management",Waste Management,"The project development objective is to reduce methane emissions from solid waste disposed in the City of Makassar's landfill, TPA Tamangapa, through a Carbon Finance  transaction between the World Bank and project developer-PT Gikoko.",3/14/07,2008,,2014,9/30/08,,12/31/14,7700000,0,1,0,7700000,7700000,,,7700000,7700000,,,,N,12/19/24,Grants
P104075,Eastern and Southern Africa,Kenya,Closed,BANK APPROVED,Kenya Microfinance for Water Services Project,"Water, Sanitation and Waste Management",Water Supply,,12/6/06,2006,2007,2013,12/6/06,3/5/07,2/28/13,1151300,0,1,0,1151300,1151300,,,1151300,1151300,Investment Project Financing,U,Not Applicable,N,1/15/13,Grants
P104265,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,Closed,BANK APPROVED,MA-Support to ONE (Office National de l'Electricité),Energy and Extractives,Renewable Energy Biomass,The objective of the Project is to increase the efficiency and reliability of electricity supply. This objective will be achieved through:- Strengthening of the transmission and distribution infrastructure and supporting reductions in overall technical losses;- Support to DSM programs to reduce electricity demand growth;- Promotion of wind generation;- Assistance to ONE to adjust toa new market environment.,2/16/07,2008,2008,2015,6/10/08,9/17/08,12/31/15,0,150000000,0,1,150000000,150000000,150000000,0,0,150000000,Investment Project Financing,B,Not Applicable,N,10/18/22,IBRD
P104266,"Middle East, North Africa, Afghanistan, and Pakistan",Tunisia,Closed,BANK APPROVED,Energy Efficiency,Energy and Extractives,Renewable Energy Biomass,"The project development objective is to scale up industrial energy efficiency and cogeneraiton investments, and thereby contribute to the Government's new Four-year Energy Conservation Program.",5/19/08,2009,2010,2016,6/30/09,2/4/10,1/31/16,0,55000000,0,1,55000000,55000000,55000000,0,0,55000000,Investment Project Financing,F,Not Applicable,N,10/18/22,IBRD
P104482,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Pontianak - LFG Recovery Project,"Water, Sanitation and Waste Management",Waste Management,"The project development objective is to reduce methane emissions from solid waste disposed in TPA Batu Layang landfill Pontianak, through a carbon finance transaction between the World Bank-managed NCDMF and the project sponsor, Gikoko.",5/29/07,2007,,2013,6/15/07,,7/1/13,3860000,0,1,0,3860000,3860000,,,3860000,3860000,,,,N,12/19/24,Other
P104528,East Asia and Pacific,Viet Nam,Closed,BANK APPROVED,Vietnam Rural Water (East Meets West),"Water, Sanitation and Waste Management",Water Supply,"The main development objective of the project is to increase sustainable access to piped water services to low income households in rural central provinces of V ietnam through an innovative community-based approach, involving public-private partnership.",10/4/07,2007,2007,2012,11/30/07,11/30/07,6/30/12,3000000,0,1,0,3000000,3000000,,,3000000,3000000,Specific Investment Loan,B,Not Applicable,N,1/15/13,Grants
P104662,Western and Central Africa,Sierra Leone,Closed,BANK APPROVED,Freetown Water Supply Rehabilitation,"Water, Sanitation and Waste Management",Water Supply,The project development objective is to improve sustainable access to essential water supply in Freetown by supporting an extensive leak detection program and rehabilitaton of the transmission lines at water treatment plant and distribution network in 3 pilot areas in Freetown.,1/30/07,2007,2007,2010,1/30/07,11/28/07,10/15/10,8228295,0,1,0,8228295,8228295,,,8228295,8228295,Specific Investment Loan,C,Not Applicable,N,1/15/13,Grants
P104937,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,Closed,BANK APPROVED,Solid Waste Sector DPL,"Water, Sanitation and Waste Management",Waste Management,"The proposed operation is the first Morocco - Solid Waste Sector DPL in a programmatic series of up to two DPLs designed to provide budget support and to sustain the implementation of the reform program of the solid waste sector.  The Government program of reform and the DPL operation aim at improving the financial, environmental, and social performance of the solid waste sector in Morocco.  The specific development objective is to enact policy measures conducive to:  1.  Enhancing the governance of the sector through additional legal, regulatory, and institutional measures designed to establish a clear framework for the sector, eliminating overlap and/or holes in the policy-making, regulatory, and operational structure; 2.  Improving the sustainability of the sector through the introduction of financial mechanisms and incentives for municipalities designed to support the sustainability of investments and services; and 3.  Mainstreaming social and environmental considerations into the planning, implementation, and operations of solid waste programs.",2/12/08,2009,2009,2009,3/19/09,8/18/09,12/31/09,0,132700000,0,1,132700000,132700000,132700000,0,0,132700000,Development Policy Lending,Not Available,Not Available,N,1/15/13,IBRD
P104943,Eastern and Southern Africa,Uganda,Closed,BANK APPROVED,OBA in Kampala - Water Connections for the Poor,"Water, Sanitation and Waste Management",Water Supply,,6/9/08,2008,2008,2013,5/1/08,4/30/08,12/1/13,3000000,0,1,0,3000000,3000000,,,3000000,3000000,Investment Project Financing,B,Not Applicable,N,1/15/13,Grants
P104945,Eastern and Southern Africa,Mozambique,Closed,BANK APPROVED,Mozambique Water Private Sector Contracts - OBA for coverage expansion,"Water, Sanitation and Waste Management",Water Supply,The objective of the Project is to increase access to piped water for the poor in the Recipient's city of Maputo.,6/19/07,2007,2008,2014,6/19/07,7/1/08,6/30/14,5000000,0,1,0,5000000,5000000,,,5000000,5000000,Investment Project Financing,C,Not Applicable,N,2/24/16,Grants
P104960,"Middle East, North Africa, Afghanistan, and Pakistan",Jordan,Closed,BANK APPROVED,JO-AMMAN SOLID WASTE MANAGEMENT AND CARBON FINANCE,"Water, Sanitation and Waste Management",Waste Management,"The development objectives of the proposed project are to strengthen the operational, financial, and environmental performance of MSWM in Amman.  Specifically, the project will help achieve the following:  (i)	  Environmentally upgrade and expand the existing municipal solid waste landfill to meet the citya??s disposal needs up to 2013 and generate electricity while mitigating GHGs; and  (ii)	Improve the cost effectiveness of the existing municipal solid waste collection and transport system and improve overall cost recovery.",2/12/08,2008,2009,2015,9/30/08,3/3/09,6/30/15,15500000,25000000,0.38,0.62,40500000,40500000,25000000,0,0,25000000,Investment Project Financing,A,Not Applicable,N,8/6/14,IBRD
P105027,Latin America and Caribbean,St. Lucia,Closed,BANK APPROVED,Water Supply Infrastructure Improvement Additional Financing,"Water, Sanitation and Waste Management",Water Supply,"The Saint Lucia Water Supply Infrastructure Improvement Project will support a short term investment program to carry out criticalworks which are required to achieve the following objectives: (i)	alleviate the water shortage in the north of the country.  (The infrastructure works proposed will allow the utility to supplythe entire north of the island with a more efficient, continuous and reliable service.)(ii)	implement urgent investments that will result in additional revenues, reduce the likelihood of commercial users (importantsources of cross-subsidy for poor consumers) abandoning the system and improve the potential of a successful partnership betweenthe government and the private sector.",2/20/07,2007,,2009,4/10/07,,1/15/09,0,1840000,0,1,1840000,1840000,0,1840000,0,1840000,Specific Investment Loan,B,Not Applicable,Y,1/15/13,IDA
P105044,Eastern and Southern Africa,Madagascar,Closed,BANK APPROVED,Additional Financing for Transport Infrastructure Investment Project,Transportation,Railways,The PDO was not revised at restructuring.,4/27/07,2007,,2012,5/22/07,,6/30/12,2103471,15600000,0.12,0.88,17703471,17703472,0,15600000,0,15600000,Adaptable Program Loan,A,Not Applicable,Y,3/11/21,Other
P105238,Europe and Central Asia,Croatia,Closed,BANK APPROVED,CROATIA RIJEKA GATEWAY - ADDITIONAL FINANCING,Transportation,Ports/Waterways,"Improve the effectiveness of the transport chain through the Rijeka Gateway for both freight and passenger traffic by modernizing the port and road network connections, and privatizing port operations.",4/5/07,2007,,2012,5/30/07,,9/30/12,6470000,48030000,0.12,0.88,54500000,54500000,48030000,0,0,48030000,Specific Investment Loan,A,Not Applicable,Y,3/11/21,Other
P105279,Western and Central Africa,Senegal,Closed,BANK APPROVED,Senegal Energy Sector Recovery Development Policy Financing,Energy and Extractives,Renewable Energy Biomass,"The primary objective of the operation is to ensure a sound and sustained long-term development of electricity services and supply of petroleum products for Senegal, and therefore to support the achievement of the Government#s macroeconomic objectives. To achieve such objective, the operation comprises: (a) measures to allow SENELEC to restore its financial equilibrium and to meet standard financial ratios by end CY2009; (b) policy measures aimed at ensuring that the electricity sub-sector and the downstream hydrocarbon sub-sector, which provides essential inputs to the electricity sub-sector,  operate in an efficient, transparent and financially sustainable way with adequate governance and financial arrangements; and (c) measures to ensure a sustainable long term development of Senegal#s energy sector.  The operation complements the efforts made by the Government and by other donors with respect to budgetary support to SENELEC and SAR, investment financing, and policy reform and capacity strengthening.  It also constitutes an effective vehicle to deepen the dialogue and harmonize Government and donors strategies in the energy sector.",4/16/07,2008,2008,2010,6/19/08,9/5/08,12/31/10,0,80000000,0,1,80000000,80000000,0,80000000,0,80000000,Development Policy Lending,Not Available,Not Available,N,1/15/13,IDA
P105329,East Asia and Pacific,Cambodia,Closed,BANK APPROVED,GMS Power Trade (Cambodia) Project,Energy and Extractives,Energy Transmission and Distribution,"The GMS-PT Projects have the development objective of enhancing regional power trade within the Greater Mekong Sub-Region with a view to also:  (i) bringing affordable grid-based electricity to selected provinces in Cambodia through import of power from Lao PDR and Vietnam; and (ii) bringing reliable electricity to the Saravan province in Lao PDR, while creating the conditions for eventual interconnections of Lao PDR with other countries of the region. [PDO (i) relates to Cambodia and PDO(ii) relates to Lao PDR. Since it is a regional project, the PDOs reflect the objectives of the beneficiary countries in addition to the regional dimension of the project.]",2/28/07,2007,2008,2011,6/5/07,2/4/08,12/31/11,1500000,18500000,0.08,0.93,20000000,20000000,0,18500000,0,18500000,Investment Project Financing,B,Not Applicable,N,1/15/13,Other
P105331,East Asia and Pacific,Lao People's Democratic Republic,Closed,BANK APPROVED,GMS Power Trade (Laos) Project,Energy and Extractives,Renewable Energy Hydro,"To enhance power trade within the Sub-Regional with a view to bringing reliable electricity to selected provinces in Lao PDR, and creating the conditions for eventual interconnections of Lao PDR with other countries of the region.",2/26/07,2007,2007,2015,6/5/07,12/12/07,2/28/15,3800000,10200000,0.27,0.73,14000000,14000000,0,10200000,0,10200000,Investment Project Financing,B,Not Applicable,N,7/16/19,IDA
P105389,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,BR Nova Gerar Carbon Finance adn Solid Waste Management Project II,"Water, Sanitation and Waste Management",Waste Management,"The main objective of the Novagerar Landfill Gas Project is to mitigate greenhouse gasemissions, and reduce environmental and social impacts of solid waste disposal.",3/27/08,2008,2011,2015,12/3/08,2/22/11,6/30/15,10000000,0,1,0,10000000,10000000,,,10000000,10000000,,,,,12/19/24,Grants
P105590,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,GPOBA W3 - Expanding Piped Water Supply to Surabaya's Urban Poor,"Water, Sanitation and Waste Management",Water Supply,,8/3/07,2009,2009,2012,2/11/09,6/24/09,12/31/12,3715000,0,1,0,3715000,3715000,,,2715000,2715000,Specific Investment Loan,U,Not Applicable,N,1/15/13,Other
P105617,Western and Central Africa,Ghana,Closed,BANK APPROVED,Solar PV Systems to Increase Access to Electricity Services in Ghana,Energy and Extractives,Renewable Energy Biomass,,10/10/08,2008,2009,2014,10/10/08,1/7/09,9/30/14,4350000,0,1,0,4350000,4350000,,,4350000,4350000,Investment Project Financing,C,Not Applicable,N,11/15/23,Grants
P105651,Eastern and Southern Africa,Ethiopia,Closed,BANK APPROVED,"Ethiopia Electricity Access Rural Expansion Project, Phase II - GPOBA",Energy and Extractives,Power,"The main objective of the GPOBA project is to increase access to electricity in rural towns and villages with grid-access, by assisting EEPCo in its connection fee  financing program, extending loan tenors of five years to poor household customers. In addition, the GPOBA grant will finance two energy efficient Compact Fluorescent Lamps (CFLs) for poor households (hhs). Those CFLs will be delivered as part of the connection package to both ensure an affordable bill for hhs and promote energy efficiency. The increased access to electricity will improve the quality of life, enhance educational services, and provide income-generating opportunities.",11/11/08,2008,2009,2013,11/11/08,5/29/09,6/30/13,8000000,0,1,0,8000000,8000000,,,8000000,8000000,Investment Project Financing,B,Not Applicable,N,9/16/21,Grants
P105654,Eastern and Southern Africa,Eastern and Southern Africa,Closed,BANK APPROVED,Additional Financing for Southern Africa Power Market Project (APL1),Energy and Extractives,Energy Transmission and Distribution,To expand transmission capacity to better serve domestic and regional power demand.,6/30/09,2009,,2016,6/30/09,,9/30/16,71880000,180620000,0.28,0.72,252500000,252500000,0,180620000,47020000,227640000,Adaptable Program Loan,A,Not Applicable,Y,11/15/23,IDA
P105727,Europe and Central Asia,Tajikistan,Closed,BANK APPROVED,Pamir Additional Financing,Energy and Extractives,Renewable Energy Hydro,"The objective of the Project is, through private sector involvement, to improve the reliability and enhance the quantity of supply of electricity in the Gorno Badakshan Autonomous Oblast (GBAO) region in a financially, environmentally and socially sustainable way.",5/1/08,2008,,2010,7/31/08,,12/31/10,5300000,2500000,0.68,0.32,7800000,7800000,0,2500000,0,2500000,Specific Investment Loan,B,Not Applicable,Y,1/15/13,Other
P105735,Eastern and Southern Africa,Madagascar,Closed,BANK APPROVED,Madagascar-Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Renewable Energy Biomass,,12/26/08,2008,2008,2012,12/26/08,12/26/08,9/30/12,350000,0,1,0,350000,350000,,,350000,350000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P105870,Europe and Central Asia,Kosovo,Closed,BANK APPROVED,Kosovo Energy Sector Clean-up of Gasification Site,Energy and Extractives,Mining,CLRP’s objectives are to: (a) address environmental legacy issues related to open dumping of ashes on land from KEK’s Kosovo A thermal power plant; (b) enable KEK to free land for community development purposes currently taken by overburden material and to enableKEK to remediate the Kosovo A Ash Dump; and (c) support KEK and MESP to implement continued clean-up operations and environmental good practices in the mining and energy sector.,5/7/07,2007,,2016,6/28/07,,8/31/16,1120000,5000000,0.18,0.82,6120000,6120000,0,5000000,1120000,6120000,Specific Investment Loan,A,Not Applicable,Y,7/31/23,IDA
P105959,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,BR Sao Paulo Metro Line 4 - Additional Financing,Transportation,Urban Transport," The main objective of the project is to improve the quality and long-term sustai nability of urban transport in the SPMR by interconnecting the existing subway,  commuter rail and bus networks through the construction of  METRO's Line 4 .  Su bsidiary objectives are:i) to improve the accessibility of the low-income popula tion who are the main users of the METRO to employment centers and health and ed ucation facilities; and ii) to seek private sector participation in the developm ent of Line 4.",5/1/07,2008,,2010,4/8/08,,9/12/10,95000000,95000000,0.5,0.5,190000000,190000000,95000000,0,95000000,190000000,Specific Investment Loan,A,Not Applicable,Y,3/11/21,IBRD
