id,regionname,countryshortname,project_name,sector1,sector2,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,duration_years,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,supplementprojectflg,projectfinancialtype
P035544,East Asia and Pacific,Indonesia,SOLAR HOME SYSTEMS,Energy and Extractives,Renewable energy,1997-02-10,1997,1997,2001,1997-01-28,1997-10-01,2001-01-31,4.0, 11 , 0 , 0.99 , 0.01 , 11 , 11 , 0 , -   , 11 , 11 ,Specific Investment Loan,B,N,Other
P035697,East Asia and Pacific,Mongolia,MONGOLIA COAL PROJ.,Energy and Extractives,Renewable Energy Biomass,1995-06-28,1996,1996,2001,1996-05-07,1996-12-18,2001-12-31,5.7," 21,250,000 "," 35,000,000 ", 0.38 , 0.62 ," 56,250,000 "," 60,400,000 ", -   ," 35,000,000 "," 21,250,000 "," 56,250,000 ",Specific Investment Loan,B,N,Other
P035698,East Asia and Pacific,China,Hunan Power Development Project,Energy and Extractives,Power,1997-10-24,1998,1999,2005,1998-06-18,1999-12-13,2005-12-31,7.5, -   ," 300,000,000 ", -   , 1.00 ," 300,000,000 "," 678,800,000 "," 300,000,000 ", -   , -   ," 300,000,000 ",Specific Investment Loan,A,N,IBRD
P035776,Europe and Central Asia,Lithuania,Klaipeda Port Project,Transportation,Ports/Waterways,1999-11-10,2000,1998,2008,2000-05-11,1998-06-06,2008-12-31,8.6," 21,540,000 "," 35,360,000 ", 0.38 , 0.62 ," 56,900,000 "," 56,900,000 "," 35,360,000 ", -   ," 21,540,000 "," 56,900,000 ",Specific Investment Loan,A,N,Other
P035784,Europe and Central Asia,Georgia,Power Rehabilitation Project,Energy and Extractives,Oil and Gas,1997-06-03,1997,1997,2000,1997-06-03,1997-09-11,2000-11-30,3.5," 18,700,000 "," 52,300,000 ", 0.26 , 0.74 ," 71,000,000 "," 75,800,000 ", -   ," 52,300,000 "," 18,700,000 "," 71,000,000 ",Specific Investment Loan,B,N,IDA
P035786,Europe and Central Asia,Ukraine,Lviv Water and Wastewater Project,"Water, Sanitation and Waste Management",Water Supply,1997-11-21,2001,2003,2007,2001-06-05,2003-02-24,2007-12-31,6.6," 16,550,000 "," 24,250,000 ", 0.41 , 0.59 ," 40,800,000 "," 40,800,000 "," 24,250,000 ", -   ," 6,000,000 "," 30,250,000 ",Specific Investment Loan,B,N,Other
P036013,Europe and Central Asia,Romania,RAILWAY REHABILITATION,Transportation,Railways,1994-10-31,1996,1996,2003,1996-01-18,1996-08-15,2003-09-30,7.7," 140,900,000 "," 120,000,000 ", 0.54 , 0.46 ," 260,900,000 "," 383,000,000 "," 120,000,000 ", -   ," 140,900,000 "," 260,900,000 ",Specific Investment Loan,B,N,Other
P036060,Europe and Central Asia,Albania,National Roads Project,Transportation,Roads and highways,1996-01-06,1996,1997,2003,1996-06-20,1997-01-06,2003-05-31,6.9," 36,000,000 "," 25,000,000 ", 0.59 , 0.41 ," 61,000,000 "," 80,000,000 ", -   ," 25,000,000 "," 36,000,000 "," 61,000,000 ",Specific Investment Loan,A,N,Other
P036947,East Asia and Pacific,China,CN-Sichuan Power Transmission Project,Energy and Extractives,Power,1995-02-28,1995,1995,2004,1995-02-28,1995-11-20,2004-01-31,8.9, -   ," 270,000,000 ", -   , 1.00 ," 270,000,000 "," 1,267,500,030 "," 270,000,000 ", -   , -   ," 270,000,000 ",Specific Investment Loan,B,N,IBRD
P036977,Europe and Central Asia,Kyrgyz Republic,Rural Water Supply & Sanitation Project,"Water, Sanitation and Waste Management",Water Supply,2000-02-23,2001,2002,2008,2001-12-04,2002-04-26,2008-10-31,6.9," 9,560,000 "," 15,000,000 ", 0.39 , 0.61 ," 24,560,000 "," 24,560,000 ", -   ," 15,000,000 "," 6,250,000 "," 21,250,000 ",Specific Investment Loan,F,N,Other
P037086,East Asia and Pacific,Thailand,Thailand Metropolitan Distribution Reinforcement,Energy and Extractives,Power,1997-02-12,1997,1997,2003,1997-06-24,1997-12-31,2003-06-30,6.0, -   ," 145,000,000 ", -   , 1.00 ," 145,000,000 "," 450,000,000 "," 145,000,000 ", -   , -   ," 145,000,000 ",Specific Investment Loan,B,N,IBRD
P038121,East Asia and Pacific,China,CN-GEF-Renewable Energy Development,Energy and Extractives,Renewable energy,1999-06-08,1999,2001,2008,1999-06-08,2001-12-12,2008-06-30,9.1," 35,000,000 ", -   , 1.00 , -   ," 35,000,000 "," 35,000,000 ",  ,  ," 35,000,000 "," 35,000,000 ",Specific Investment Loan,B,Y,Other
P038820,Europe and Central Asia,Ukraine,HYDROPOWER REHAB & SYST CNTRL,Energy and Extractives,Power,1995-01-23,1995,1995,2002,1995-04-11,1995-10-24,2002-06-30,7.2," 14,619,027 "," 114,000,000 ", 0.11 , 0.89 ," 128,619,027 "," 134,070,512 "," 114,000,000 ", -   ," 14,619,027 "," 128,619,024 ",Specific Investment Loan,B,N,IBRD
P039082,Latin America and Caribbean,Colombia,TOLL ROAD CONCESSION,Transportation,Roads and highways,1996-11-19,1998,1998,2001,1998-07-02,1998-12-23,2001-04-30,2.8," 351,000,000 "," 137,000,000 ", 0.72 , 0.28 ," 488,000,000 "," 572,300,030 "," 137,000,000 ", -   , -   ," 137,000,000 ",Specific Investment Loan,A,N,IBRD
P039200,Latin America and Caribbean,Brazil,ENERGY EFFICIENCY (ELETROBRAS),Energy and Extractives,Power,1998-12-21,1999,2001,2004,1999-10-05,2001-02-07,2004-12-31,5.2," 200,000 "," 434,000 ", 0.32 , 0.68 ," 634,000 "," 634,000 "," 434,000 ", -   ," 200,000 "," 634,000 ",Adaptable Program Loan,C,N,IBRD
P039281,"Middle East, North Africa, Afghanistan, and Pakistan",Pakistan,Ghazi Barotha Hydropower Project,Energy and Extractives,Power,1995-04-17,1995,1996,2003,1995-12-19,1996-06-27,2003-10-31,7.9," 900,000,000 "," 350,000,000 ", 0.72 , 0.28 ," 1,250,000,000 "," 2,202,599,940 "," 350,000,000 ", -   ," 900,000,000 "," 1,250,000,000 ",Specific Investment Loan,A,N,Other
P039965,South Asia,Sri Lanka,ENERGY SERV.DLVY.,Energy and Extractives,Power,1997-03-18,1997,1997,2002,1997-03-18,1997-07-22,2002-12-31,5.8," 5,900,000 "," 24,200,000 ", 0.20 , 0.80 ," 30,100,000 "," 30,100,000 ", -   ," 24,200,000 "," 5,900,000 "," 30,100,000 ",Specific Investment Loan,B,Y,Other
P040115,Western and Central Africa,Cote d'Ivoire,RAILWAYS REHAB,Transportation,Railways,1995-11-28,1995,1996,2001,1995-11-28,1996-06-12,2001-06-30,5.6," 20,800,000 "," 20,000,000 ", 0.51 , 0.49 ," 40,800,000 "," 40,800,000 ", -   ," 20,000,000 "," 20,800,000 "," 40,800,000 ",Specific Investment Loan,C,N,Other
P040547,"Middle East, North Africa, Afghanistan, and Pakistan",Pakistan,PK: UCH POWER GUARANTEE,Energy and Extractives,Power,1995-11-07,1996,,2000,1996-05-14,,2000-10-18,4.4," 227,500,000 "," 115,000,000 ", 0.66 , 0.34 ," 342,500,000 "," 690,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IBRD
P041396,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,INTEGRATED SOLAR COMBINED CYCLE POWER PROJECT,Energy and Extractives,Renewable Energy Biomass,2003-09-25,2007,2007,2012,2007-04-19,2007-04-20,2012-12-31,5.7," 567,800,000 ", -   , 1.00 , -   ," 567,800,000 "," 567,800,000 ",  ,  ," 431,528,000 "," 431,528,000 ",Specific Investment Loan,B,N,Other
P041442,Europe and Central Asia,Albania,Municipal Water & Wastewater Project,"Water, Sanitation and Waste Management",Sanitation,2002-02-20,2003,2003,2009,2003-01-28,2003-09-04,2009-12-31,6.9," 6,930,000 "," 15,000,000 ", 0.32 , 0.68 ," 21,930,000 "," 21,930,000 ", -   ," 15,000,000 ", -   ," 15,000,000 ",Investment Project Financing,F,N,IDA
P041528,Western and Central Africa,Senegal,SN-Long Term Water Sec SIL (FY01),"Water, Sanitation and Waste Management",Sanitation,1998-08-24,2001,2001,2009,2001-03-06,2001-11-07,2009-06-30,8.3," 90,604,933 "," 148,026,064 ", 0.38 , 0.62 ," 238,630,997 "," 238,630,992 ", -   ," 148,026,064 "," 75,003,024 "," 223,029,088 ",Specific Investment Loan,A,N,Other
P042054,Western and Central Africa,Cabo Verde,CV-GEF Energy & Water SIL (FY99),Energy and Extractives,Renewable energy,1999-05-11,1999,1999,2008,1999-05-11,1999-12-15,2008-12-31,9.6," 4,700,000 ", -   , 1.00 , -   ," 4,700,000 "," 4,700,000 ",  ,  ," 4,700,000 "," 4,700,000 ",Specific Investment Loan,B,Y,Other
P042399,Europe and Central Asia,North Macedonia,Power System Improvement Project,Energy and Extractives,Power,1996-02-06,1998,1998,2005,1998-02-17,1998-07-27,2005-06-30,7.4, -   ," 35,000,000 ", -   , 1.00 ," 35,000,000 "," 52,000,000 "," 35,000,000 ", -   , -   ," 35,000,000 ",Specific Investment Loan,B,N,IBRD
P043444,Europe and Central Asia,Croatia,Municipal Environmental Infrastructure Project,"Water, Sanitation and Waste Management",Water Supply,1997-05-05,1998,1999,2007,1998-06-18,1999-06-28,2007-12-31,9.5," 44,090,000 "," 36,300,000 ", 0.55 , 0.45 ," 80,390,000 "," 145,400,000 "," 36,300,000 ", -   ," 44,090,000 "," 80,390,000 ",Specific Investment Loan,A,N,Other
P043725,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,MA-RAILWAY RESTR & PRIV,Transportation,Railways,1996-02-05,1996,1997,2004,1996-12-19,1997-07-22,2004-11-30,8.0," 169,600,000 "," 85,000,000 ", 0.67 , 0.33 ," 254,600,000 "," 521,000,000 "," 85,000,000 ", -   ," 169,600,000 "," 254,600,000 ",Specific Investment Loan,B,N,Other
P044485,East Asia and Pacific,China,CN-Shanghai Waigaoqiao,Energy and Extractives,Power,1996-06-25,1997,1999,2006,1997-06-24,1999-02-04,2006-12-31,9.5," 200,000,000 "," 400,000,000 ", 0.33 , 0.67 ," 600,000,000 "," 1,898,000,000 "," 400,000,000 ", -   , -   ," 400,000,000 ",Specific Investment Loan,A,N,IBRD
P045182,Eastern and Southern Africa,Rwanda,Rural Water Supply and Sanitation Project,"Water, Sanitation and Waste Management",Sanitation,1998-12-04,2000,2001,2007,2000-06-06,2001-01-30,2007-12-31,7.6," 1,420,000 "," 20,000,000 ", 0.07 , 0.93 ," 21,420,000 "," 21,420,000 ", -   ," 20,000,000 ", -   ," 20,000,000 ",Specific Investment Loan,B,N,Other
P045303,Europe and Central Asia,Kazakhstan,Pilot Water Supply Project,"Water, Sanitation and Waste Management",Water Supply,1996-12-23,1996,1997,2001,1996-12-23,1997-09-09,2001-12-31,5.0, -   ," 7,000,000 ", -   , 1.00 ," 7,000,000 "," 7,400,000 "," 7,000,000 ", -   , -   ," 7,000,000 ",Specific Investment Loan,C,N,IBRD
P045483,Europe and Central Asia,Bosnia and Herzegovina,Electric Power Reconstruction 2 Project,Energy and Extractives,Power,1997-06-30,1998,1997,2001,1998-05-19,1997-07-11,2001-12-31,3.6," 108,100,000 "," 23,970,000 ", 0.82 , 0.18 ," 132,070,000 "," 159,000,000 ", -   ," 23,970,000 "," 108,100,000 "," 132,070,000 ",Specific Investment Loan,B,N,Other
P045615,"Middle East, North Africa, Afghanistan, and Pakistan",Morocco,MA-JORF LASFAR,Energy and Extractives,Power,1997-03-31,1997,,2001,1997-08-28,,2001-02-28,3.5," 1,068,700,000 ", -   , 1.00 , -   ," 1,068,700,000 "," 1,600,000,000 ",  ,  ," 200,000,000 "," 200,000,000 ",Investment Project Financing,Not Available,N,IBRD
P045628,East Asia and Pacific,Viet Nam,"Transmission, Distribution and Disaster",Energy and Extractives,Power,1996-09-16,1998,1999,2007,1998-01-20,1999-02-12,2007-06-30,9.4," 63,000,000 "," 199,000,000 ", 0.24 , 0.76 ," 262,000,000 "," 262,000,000 ", -   ," 199,000,000 "," 17,400,000 "," 216,400,000 ",Specific Investment Loan,B,N,Other
P046648,Western and Central Africa,Senegal,Regional Hydropower Development project,Energy and Extractives,Power,1997-01-21,1997,1998,2003,1997-06-26,1998-04-30,2003-06-30,6.0," 151,570,000 "," 10,500,000 ", 0.94 , 0.06 ," 162,070,000 "," 433,300,000 ", -   ," 10,500,000 "," 151,570,000 "," 162,070,000 ",Specific Investment Loan,A,N,Other
P046650,Western and Central Africa,Mauritania,REGIONAL HYDROPOWER DEVELOPMENT PROJECT,Energy and Extractives,Power,1997-01-21,1997,1998,2003,1997-06-26,1998-04-30,2003-06-30,6.0," 101,220,000 "," 11,100,000 ", 0.90 , 0.10 ," 112,320,000 "," 119,300,000 ", -   ," 11,100,000 "," 101,220,000 "," 112,320,000 ",Specific Investment Loan,A,N,Other
P046651,Western and Central Africa,Mali,REGIONAL HYDROPOWER DEVELOPMENT PROJECT,Energy and Extractives,Power,1997-01-21,1997,1998,2004,1997-06-26,1998-04-30,2004-06-30,7.0," 122,400,000 "," 17,100,000 ", 0.88 , 0.12 ," 139,500,000 "," 199,600,000 ", -   ," 17,100,000 "," 122,400,000 "," 139,500,000 ",Specific Investment Loan,A,N,Other
P046829,East Asia and Pacific,China,CN-Renewable Energy Development,Energy and Extractives,Renewable energy,1999-06-11,1999,2001,2008,1999-06-08,2001-12-12,2008-06-30,9.1," 165,440,000 "," 13,000,000 ", 0.93 , 0.07 ," 178,440,000 "," 178,440,000 "," 13,000,000 ", -   , -   ," 13,000,000 ",Specific Investment Loan,B,N,Other
P047309,Latin America and Caribbean,Brazil,BR ENERGY EFFICIENCY (GEF),Energy and Extractives,Power,1999-10-05,1999,2001,2006,1999-10-05,2001-02-07,2006-06-30,6.7," 16,900,000 ", -   , 1.00 , -   ," 16,900,000 "," 35,000,000 ",  ,  ," 11,900,000 "," 11,900,000 ",Specific Investment Loan,C,N,Other
P047345,East Asia and Pacific,China,Huai River Pollution Control Project,"Water, Sanitation and Waste Management",Sewerage,1999-12-15,2001,2002,2008,2001-03-22,2002-02-20,2008-06-30,7.3," 121,390,000 "," 105,500,000 ", 0.54 , 0.46 ," 226,890,000 "," 226,890,000 "," 105,500,000 ", -   , -   ," 105,500,000 ",Specific Investment Loan,B,N,Other
P049537,South Asia,India,AP POWER APL I,Energy and Extractives,Power,1998-07-10,1999,1999,2003,1999-02-18,1999-03-22,2003-08-31,4.5," 63,000,000 "," 210,000,000 ", 0.23 , 0.77 ," 273,000,000 "," 576,000,000 "," 210,000,000 ", -   ," 63,000,000 "," 273,000,000 ",Adaptable Program Loan,B,N,Other
P049582,Europe and Central Asia,Uzbekistan,Tashkent Solid Waste Management Project,"Water, Sanitation and Waste Management",Waste Management,1997-04-25,1998,1999,2006,1998-05-21,1999-05-13,2006-06-30,8.1," 21,000,000 "," 24,000,000 ", 0.47 , 0.53 ," 45,000,000 "," 56,000,000 "," 24,000,000 ", -   ," 21,000,000 "," 45,000,000 ",Specific Investment Loan,B,N,IBRD
P049618,Eastern and Southern Africa,Kenya,Nairobi Water and Sewerage Institutional Restructuring Project,"Water, Sanitation and Waste Management",Water Supply,2003-11-21,2004,2004,2007,2004-06-17,2004-09-22,2007-12-31,3.5," 1,810,000 "," 15,000,000 ", 0.11 , 0.89 ," 16,810,000 "," 16,810,000 ", -   ," 15,000,000 ", -   ," 15,000,000 ",Specific Investment Loan,C,N,Other
P049621,Europe and Central Asia,Uzbekistan,Bukhara & Samarkand Water Supply Project,"Water, Sanitation and Waste Management",Water Supply,1999-09-17,2002,2003,2010,2002-03-19,2003-01-17,2010-06-30,8.3," 22,330,000 "," 40,000,000 ", 0.36 , 0.64 ," 62,330,000 "," 62,330,000 "," 20,000,000 "," 20,000,000 "," 9,000,000 "," 49,000,000 ",Investment Project Financing,B,N,IDA
P050567,"Middle East, North Africa, Afghanistan, and Pakistan","Egypt, Arab Republic of",KUREIMAT SOLAR THERMAL HYBRID PROJECT,Energy and Extractives,Renewable Energy Biomass,2004-01-14,2007,2007,2011,2007-12-11,2007-12-16,2011-10-31,3.9," 327,570,000 ", -   , 1.00 , -   ," 327,570,000 "," 327,569,984 ",  ,  ," 201,090,000 "," 201,090,000 ",Specific Investment Loan,B,N,Other
P050589,Europe and Central Asia,North Macedonia,Transport Sector Project,Transportation,Roads and highways,1999-02-12,1999,1999,2004,1999-02-09,1999-07-16,2004-09-30,5.6, -   ," 31,870,800 ", -   , 1.00 ," 31,870,800 "," 41,700,000 "," 31,870,800 ", -   , -   ," 31,870,800 ",Specific Investment Loan,B,N,IBRD
P051705,East Asia and Pacific,China,Second Fujian Highway Project,Transportation,Roads and highways,1998-07-24,1999,1999,2007,1999-06-24,1999-11-17,2007-06-30,8.0, -   ," 200,000,000 ", -   , 1.00 ," 200,000,000 "," 595,600,000 "," 200,000,000 ", -   , -   ," 200,000,000 ",Specific Investment Loan,A,N,IBRD
P051748,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",RY-MULTI-MODE TRANSPORT SUPPLEMENTAL,Transportation,Roads and highways,1998-05-21,1998,,2001,1998-05-21,,2001-06-30,3.1, -   ," 5,800,000 ", -   , 1.00 ," 5,800,000 "," 6,800,000 ", -   ," 5,800,000 ", -   ," 5,800,000 ",Sector Investment and Maintenance Loan,C,Y,IDA
P052221,East Asia and Pacific,Lao People's Democratic Republic,LA-GEF RURAL ELECTRIFICATIO,Energy and Extractives,Power,1998-02-09,1998,,2003,1998-02-09,,2003-06-30,5.4," 35,400,000 ", -   , 1.00 , -   ," 35,400,000 "," 35,400,000 ",  ,  ," 700,000 "," 700,000 ",Specific Investment Loan,C,N,Other
P052528,Eastern and Southern Africa,Rwanda,TRANSPORT SUPPLEMENT,Transportation,Roads and highways,1997-12-18,1997,,2002,1997-12-18,,2002-04-30,4.4, -   ," 45,000,000 ", -   , 1.00 ," 45,000,000 "," 45,000,000 ", -   ," 45,000,000 ", -   ," 45,000,000 ",Specific Investment Loan,C,Y,IDA
P054221,Latin America and Caribbean,Dominican Republic,Water and Sanitation in Tourist Areas,"Water, Sanitation and Waste Management",Sanitation,2005-10-19,2009,2010,2018,2009-04-02,2010-02-25,2018-03-31,9.0," 6,500,000 "," 27,500,000 ", 0.19 , 0.81 ," 34,000,000 "," 34,000,000 "," 27,500,000 ", -   , -   ," 27,500,000 ",Investment Project Financing,A,N,IBRD
P054886,Europe and Central Asia,Georgia,Electricity Market Support Project,Energy and Extractives,Power,1998-07-31,2001,2002,2010,2001-05-03,2002-09-26,2010-03-31,8.9," 29,206,249 "," 27,367,612 ", 0.52 , 0.48 ," 56,573,861 "," 56,573,860 ", -   ," 27,367,612 "," 12,281,067 "," 39,648,680 ",Investment Project Financing,B,N,Other
P055906,South Asia,India,ENERGY EFFICIENCY,Energy and Extractives,Renewable energy,2000-06-27,2000,2001,2008,2000-06-27,2001-01-31,2008-03-31,7.8," 7,000,000 ", -   , 1.00 , -   ," 7,000,000 "," 7,000,000 ",  ,  ," 5,000,000 "," 5,000,000 ",Specific Investment Loan,C,Y,Other
P056452,East Asia and Pacific,Viet Nam,VN-RURAL ENERGY,Energy and Extractives,Power,1998-12-28,2000,2000,2006,2000-05-30,2000-11-29,2006-12-31,6.6," 54,800,000 "," 150,000,000 ", 0.27 , 0.73 ," 204,800,000 "," 204,800,000 ", -   ," 150,000,000 "," 250,000 "," 150,250,000 ",Specific Investment Loan,B,N,Other
P057578,East Asia and Pacific,Thailand,EGAT-INV PROG SUP PJ,Energy and Extractives,Power,1998-09-15,1998,,2008,1998-09-15,,2008-10-14,10.1," 300,000,000 ", -   , 1.00 , -   ," 300,000,000 "," 300,000,000 ",  ,  ,  ,  ,Investment Project Financing,Not Available,N,IBRD
P057883,Europe and Central Asia,Tajikistan,Dushanbe Water Supply Project,"Water, Sanitation and Waste Management",Water Supply,1999-09-20,2002,1999,2011,2002-06-18,1999-06-09,2011-06-30,9.0," 2,430,000 "," 17,000,000 ", 0.13 , 0.87 ," 19,430,000 "," 19,430,000 ", -   ," 17,000,000 ", -   ," 17,000,000 ",Investment Project Financing,B,N,IDA
P057951,Europe and Central Asia,Bosnia and Herzegovina,Mostar Water Supply & Sanitation Project,"Water, Sanitation and Waste Management",Water Supply,1999-12-27,2000,2000,2005,2000-06-30,2000-12-12,2005-06-30,5.0, -   ," 12,000,000 ", -   , 1.00 ," 12,000,000 "," 13,380,000 ", -   ," 12,000,000 ", -   ," 12,000,000 ",Specific Investment Loan,B,N,IDA
P063383,Latin America and Caribbean,Uruguay,OSE Modernization and Systems Rehabilitation,"Water, Sanitation and Waste Management",Sanitation,1999-06-01,2000,2001,2007,2000-06-06,2001-07-31,2007-03-31,6.8, -   ," 27,000,000 ", -   , 1.00 ," 27,000,000 "," 48,090,000 "," 27,000,000 ", -   , -   ," 27,000,000 ",Adaptable Program Loan,B,N,IBRD
P065147,South Asia,Bangladesh,ROAD REHAB MAIN II S,Transportation,Roads and highways,1999-05-11,1999,,2000,1999-05-11,,2000-12-31,1.6, -   ," 80,000,000 ", -   , 1.00 ," 80,000,000 "," 100,900,000 ", -   ," 80,000,000 ", -   ," 80,000,000 ",Specific Investment Loan,B,Y,IDA
P065414,Europe and Central Asia,Kazakhstan,Electricity Transmission Rehabilitation Project,Energy and Extractives,Power,1999-03-22,1999,2000,2009,1999-12-21,2000-05-31,2009-06-15,9.5," 118,400,000 "," 140,000,000 ", 0.46 , 0.54 ," 258,400,000 "," 258,400,000 "," 140,000,000 ", -   ," 45,000,000 "," 185,000,000 ",Specific Investment Loan,B,N,Other
P065996,Europe and Central Asia,North Macedonia,Mini-Hydropower Medium-Sized GEF Project,Energy and Extractives,Renewable energy,1999-11-30,1999,2000,2004,1999-11-30,2000-04-20,2004-06-30,4.6," 750,000 ", -   , 1.00 , -   ," 750,000 "," 750,000 ",  ,  ," 750,000 "," 750,000 ",Specific Investment Loan,C,N,Other
P066397,East Asia and Pacific,Philippines,Rural Power Project,Energy and Extractives,Renewable Energy Biomass,2002-06-05,2003,2004,2012,2003-12-04,2004-05-06,2012-12-31,9.1," 6,700,000 "," 10,000,000 ", 0.40 , 0.60 ," 16,700,000 "," 16,700,000 "," 10,000,000 ", -   , -   ," 10,000,000 ",Investment Project Financing,F,N,IBRD
P066426,Latin America and Caribbean,Mexico,Hybrid Solar Thermal Power Plant,Energy and Extractives,Renewable Energy Biomass,2006-10-05,2006,2000,2016,2006-10-05,2000-01-07,2016-05-31,9.7," 49,350,000 ", -   , 1.00 , -   ," 49,350,000 "," 49,350,000 ",  ,  ," 49,350,000 "," 49,350,000 ",Investment Project Financing,B,N,Other
P067828,East Asia and Pacific,China,Renewable Energy Scale-up Program (CRESP),Energy and Extractives,Renewable Energy Wind,2000-08-31,2005,2005,2011,2005-06-16,2005-11-30,2011-12-31,6.5," 141,820,000 "," 87,000,000 ", 0.62 , 0.38 ," 228,820,000 "," 228,820,000 "," 87,000,000 ", -   , -   ," 87,000,000 ",Specific Investment Loan,B,N,IBRD
