term,subcategory,subcat_sim,category,category_display,pillar,is_seed
multi_donor,Bidding & Contract Management,0.40646907687187195,DIM6,G3,G,False
multidisciplinary,Institutional Capacity,0.4018082916736603,DIM1,G1,G,False
multilateral,Institutional Capacity,0.40895509719848633,DIM1,G1,G,False
municipal_wastepaper,Waste Management & Disposal,0.656797468662262,ESS3_P,E1,E,False
municipal_water,Water Resources & Conservation,0.7515302300453186,ESS3_R,E2,E,False
museum,Cultural Heritage,0.5728956460952759,ESS8,S5,S,False
nation,Indigenous Peoples,0.4658423662185669,ESS7,S4,S,False
national_competitive_bidding,Bidding & Contract Management,0.6188591122627258,DIM6,G3,G,False
national_consultants,Labor Management & Employment,0.5303101539611816,ESS2,S1,S,False
national_energy,Energy Efficiency,0.7428164482116699,ESS3_R,E2,E,False
national_grid,Energy Efficiency,0.4906410574913025,ESS3_R,E2,E,False
national_power,Energy Efficiency,0.527256429195404,ESS3_R,E2,E,False
national_water,Water Resources & Conservation,0.7392297983169556,ESS3_R,E2,E,False
nationalities,Indigenous Peoples,0.5446769595146179,ESS7,S4,S,False
nations,Indigenous Peoples,0.5352628231048584,ESS7,S4,S,False
native,Indigenous Peoples,0.6152923703193665,ESS7,S4,S,False
natural_gas,Emissions & Hazardous Pollutants,0.6085139513015747,ESS3_P,E1,E,False
natural_resource,Habitats & Ecosystems,0.714981734752655,ESS6,E3,E,False
nature,Habitats & Ecosystems,0.5440142750740051,ESS6,E3,E,False
negative_environmental_impacts,Emissions & Hazardous Pollutants,0.6504898071289062,ESS3_P,E1,E,False
negotiation,Dispute Resolution,0.7647116184234619,DIM7,G4,G,False
negotiations,Dispute Resolution,0.7318788766860962,DIM7,G4,G,False
neighborhoods,Indigenous Peoples,0.48354002833366394,ESS7,S4,S,False
net_benefits,Economic Efficiency & Benefits,0.6632929444313049,DIM2_3,G2,G,False
net_cash,Fiscal Management & Sustainability,0.4936952590942383,DIM2_3,G2,G,False
net_present_value,Cost Analysis & Valuation,0.43543756008148193,DIM2_3,G2,G,False
net_profit,Economic Efficiency & Benefits,0.5124220252037048,DIM2_3,G2,G,False
new_electricity,Energy Efficiency,0.6198340654373169,ESS3_R,E2,E,False
new_expressway,Accidents & Hazards,0.5402355194091797,ESS4,S2,S,False
new_generation_capacity,Energy Efficiency,0.48076891899108887,ESS3_R,E2,E,False
new_investments,Bidding & Contract Management,0.4940146207809448,DIM6,G3,G,False
new_power,Energy Efficiency,0.5239944458007812,ESS3_R,E2,E,False
new_tariff,Economic Efficiency & Benefits,0.47747865319252014,DIM2_3,G2,G,False
new_water,Water Resources & Conservation,0.651889979839325,ESS3_R,E2,E,False
new_water_supply,Water Resources & Conservation,0.7180801630020142,ESS3_R,E2,E,False
no_objections,Bidding & Contract Management,0.4310606122016907,DIM6,G3,G,False
non_cash,Bidding & Contract Management,0.5374757647514343,DIM6,G3,G,False
non_compliances,Accountability & Integrity,0.5877001881599426,DIM8_9,G5,G,False
non_concessioned,Bidding & Contract Management,0.586484968662262,DIM6,G3,G,False
non_consulting,Bidding & Contract Management,0.5816647410392761,DIM6,G3,G,False
non_oil,Energy Efficiency,0.49510663747787476,ESS3_R,E2,E,False
non_tradable,Bidding & Contract Management,0.445397287607193,DIM6,G3,G,False
non_traded,Bidding & Contract Management,0.5059230327606201,DIM6,G3,G,False
non_wage,Labor Management & Employment,0.7195813655853271,ESS2,S1,S,False
noncommunicable,Disease & Health Risks,0.6233648061752319,ESS4,S2,S,False
noncompliance,Grievance Mechanisms,0.41111117601394653,ESS2,S1,S,False
nonperformance,Operations & Performance,0.4626583755016327,DIM7,G4,G,False
nonrevenue_water,Water Resources & Conservation,0.698544442653656,ESS3_R,E2,E,False
nuisances,Workplace Health & Safety,0.5060308575630188,ESS2,S1,S,False
nutrient,Habitats & Ecosystems,0.4624534249305725,ESS6,E3,E,False
nutrients,Habitats & Ecosystems,0.4126743674278259,ESS6,E3,E,False
objection,Grievance Mechanisms,0.47251543402671814,ESS2,S1,S,False
objections,Grievance Mechanisms,0.5373373031616211,ESS2,S1,S,False
occupancy,Land Acquisition & Property Rights,0.5248953104019165,ESS5,S3,S,False
occupation,Labor Management & Employment,0.6075907349586487,ESS2,S1,S,False
occupations,Workplace Health & Safety,0.538229763507843,ESS2,S1,S,False
ocean,Habitats & Ecosystems,0.40447622537612915,ESS6,E3,E,False
odor,Emissions & Hazardous Pollutants,0.4375562071800232,ESS3_P,E1,E,False
odors,Emissions & Hazardous Pollutants,0.46953532099723816,ESS3_P,E1,E,False
off_budget,Fiscal Management & Sustainability,0.5967381000518799,DIM2_3,G2,G,False
off_grid,Energy Efficiency,0.47227081656455994,ESS3_R,E2,E,False
off_taker,Bidding & Contract Management,0.41732263565063477,DIM6,G3,G,False
oil_based,Energy Efficiency,0.48217883706092834,ESS3_R,E2,E,False
oil_fired,Energy Efficiency,0.4970254898071289,ESS3_R,E2,E,False
operating_cost,Cost Analysis & Valuation,0.6110393404960632,DIM2_3,G2,G,False
operating_cost_savings,Cost Analysis & Valuation,0.6624455451965332,DIM2_3,G2,G,False
operating_costs,Cost Analysis & Valuation,0.6553220748901367,DIM2_3,G2,G,False
operating_expenses,Fiscal Management & Sustainability,0.6121340394020081,DIM2_3,G2,G,False
operational_costs,Cost Analysis & Valuation,0.6992126703262329,DIM2_3,G2,G,False
operational_efficiency,Economic Efficiency & Benefits,0.7467538118362427,DIM2_3,G2,G,False
operational_manual,Operations & Performance,0.5699418783187866,DIM7,G4,G,False
operational_performance,Operations & Performance,0.6428639888763428,DIM7,G4,G,False
opportunity_cost,Cost Analysis & Valuation,0.6826523542404175,DIM2_3,G2,G,False
optimal,Economic Efficiency & Benefits,0.47072237730026245,DIM2_3,G2,G,False
optimization,Economic Efficiency & Benefits,0.47320809960365295,DIM2_3,G2,G,False
optimum,Economic Efficiency & Benefits,0.421736478805542,DIM2_3,G2,G,False
orchard,Forestry & Forest Management,0.4673313498497009,ESS6,E3,E,False
orchards,Forestry & Forest Management,0.6283817887306213,ESS6,E3,E,False
ordinance,Accountability & Integrity,0.5037707090377808,DIM8_9,G5,G,False
organic,Species & Wildlife,0.44195643067359924,ESS6,E3,E,False
organisms,Species & Wildlife,0.6443622708320618,ESS6,E3,E,False
organizational_arrangements,Institutional Capacity,0.5779932737350464,DIM1,G1,G,False
organizational_structure,Institutional Capacity,0.5884619951248169,DIM1,G1,G,False
outbreak,Disease & Health Risks,0.4895118474960327,ESS4,S2,S,False
outlay,Fiscal Management & Sustainability,0.506029486656189,DIM2_3,G2,G,False
outlays,Fiscal Management & Sustainability,0.5954427719116211,DIM2_3,G2,G,False
overall_financial_management,Fiscal Management & Sustainability,0.5814365744590759,DIM2_3,G2,G,False
overall_implementation,Institutional Capacity,0.43650147318840027,DIM1,G1,G,False
overall_procurement,Procurement Systems & Processes,0.7822839617729187,DIM6,G3,G,False
overall_procurement_risk,Procurement Systems & Processes,0.6286959648132324,DIM6,G3,G,False
overall_project_risk,Cost Analysis & Valuation,0.5439385771751404,DIM2_3,G2,G,False
overheads,Cost Analysis & Valuation,0.428260862827301,DIM2_3,G2,G,False
owner,Land Acquisition & Property Rights,0.4098023474216461,ESS5,S3,S,False
owners,Land Acquisition & Property Rights,0.4373725354671478,ESS5,S3,S,False
ownership,Land Acquisition & Property Rights,0.517373263835907,ESS5,S3,S,False
oxidation,Emissions & Hazardous Pollutants,0.4974495470523834,ESS3_P,E1,E,False
oxides,Emissions & Hazardous Pollutants,0.45937129855155945,ESS3_P,E1,E,False
ozone,Emissions & Hazardous Pollutants,0.5886144638061523,ESS3_P,E1,E,False
paid_up,Bidding & Contract Management,0.5203090310096741,DIM6,G3,G,False
partnerships,Bidding & Contract Management,0.4157918393611908,DIM6,G3,G,False
payable,Bidding & Contract Management,0.4322548508644104,DIM6,G3,G,False
payment,Bidding & Contract Management,0.5341678261756897,DIM6,G3,G,False
payment_obligations,Bidding & Contract Management,0.585695743560791,DIM6,G3,G,False
payroll,Labor Management & Employment,0.6591148376464844,ESS2,S1,S,False
peak_demand,Energy Efficiency,0.48657065629959106,ESS3_R,E2,E,False
peak_load,Energy Efficiency,0.42826172709465027,ESS3_R,E2,E,False
penal,Accountability & Integrity,0.5133033990859985,DIM8_9,G5,G,False
penalties,Accountability & Integrity,0.4859755039215088,DIM8_9,G5,G,False
penalty,Accountability & Integrity,0.47002604603767395,DIM8_9,G5,G,False
pensions,Fiscal Management & Sustainability,0.5252012014389038,DIM2_3,G2,G,False
performance,Operations & Performance,0.452044814825058,DIM7,G4,G,False
performance_based,Economic Efficiency & Benefits,0.5540655255317688,DIM2_3,G2,G,False
performance_indicator,Operations & Performance,0.542298436164856,DIM7,G4,G,False
performance_indicators,Operations & Performance,0.6300901174545288,DIM7,G4,G,False
performance_monitoring_indicators,Operations & Performance,0.6037887930870056,DIM7,G4,G,False
performance_rating,Operations & Performance,0.5193305015563965,DIM7,G4,G,False
performance_standards,Operations & Performance,0.5238865613937378,DIM7,G4,G,False
performance_targets,Operations & Performance,0.4411791265010834,DIM7,G4,G,False
periodic_maintenance,Operations & Performance,0.589901328086853,DIM7,G4,G,False
periodic_maintenance_works,Operations & Performance,0.5191571116447449,DIM7,G4,G,False
permanent_land_acquisition,Land Acquisition & Property Rights,0.7730984091758728,ESS5,S3,S,False
permissible,Accountability & Integrity,0.4104161560535431,DIM8_9,G5,G,False
permission,Accountability & Integrity,0.4791422188282013,DIM8_9,G5,G,False
personnel,Workplace Health & Safety,0.5560344457626343,ESS2,S1,S,False
pesticide,Pest & Vector Management,0.7635446190834045,ESS3_P,E1,E,False
petrol,Emissions & Hazardous Pollutants,0.5026426315307617,ESS3_P,E1,E,False
petroleum,Emissions & Hazardous Pollutants,0.5181898474693298,ESS3_P,E1,E,False
petroleum_products,Emissions & Hazardous Pollutants,0.5738571882247925,ESS3_P,E1,E,False
phosphorus,Emissions & Hazardous Pollutants,0.4085923433303833,ESS3_P,E1,E,False
photovoltaic,Energy Efficiency,0.5205352306365967,ESS3_R,E2,E,False
piped_water,Water Resources & Conservation,0.7197522521018982,ESS3_R,E2,E,False
piped_water_supply,Water Resources & Conservation,0.6499090790748596,ESS3_R,E2,E,False
plains,Indigenous Peoples,0.49400225281715393,ESS7,S4,S,False
planner,Strategic Plan,0.4146377146244049,DIM1,G1,G,False
planners,Strategic Plan,0.4489077031612396,DIM1,G1,G,False
planning_process,Strategic Plan,0.5795864462852478,DIM1,G1,G,False
plantation,Forestry & Forest Management,0.5930918455123901,ESS6,E3,E,False
planting,Forestry & Forest Management,0.46011850237846375,ESS6,E3,E,False
plants,Species & Wildlife,0.6250584721565247,ESS6,E3,E,False
plastic,Waste Management & Disposal,0.4306465983390808,ESS3_P,E1,E,False
police,Workplace Health & Safety,0.5494834780693054,ESS2,S1,S,False
policy_development,Strategic Plan,0.5546364188194275,DIM1,G1,G,False
policy_framework,Legal & Law,0.4934137165546417,DIM1,G1,G,False
pollutant,Emissions & Hazardous Pollutants,0.6656315922737122,ESS3_P,E1,E,False
pollutants,Emissions & Hazardous Pollutants,0.790871798992157,ESS3_P,E1,E,False
polluters,Emissions & Hazardous Pollutants,0.6769220232963562,ESS3_P,E1,E,False
pollution,Emissions & Hazardous Pollutants,0.7465266585350037,ESS3_P,E1,E,False
pollution_control,Emissions & Hazardous Pollutants,0.81523597240448,ESS3_P,E1,E,False
pollution_load,Emissions & Hazardous Pollutants,0.7186237573623657,ESS3_P,E1,E,False
pond,Water Resources & Conservation,0.4251828193664551,ESS3_R,E2,E,False
poor_condition,Operations & Performance,0.4928819537162781,DIM7,G4,G,False
poor_performance,Operations & Performance,0.5453468561172485,DIM7,G4,G,False
positive_cash_flow,Cost Analysis & Valuation,0.4965212643146515,DIM2_3,G2,G,False
positive_impact,Economic Efficiency & Benefits,0.5461229085922241,DIM2_3,G2,G,False
positive_impacts,Economic Efficiency & Benefits,0.5691993832588196,DIM2_3,G2,G,False
post_award,Bidding & Contract Management,0.46146300435066223,DIM6,G3,G,False
post_conflict,Dispute Resolution,0.4209422767162323,DIM7,G4,G,False
post_project,Bidding & Contract Management,0.4633978009223938,DIM6,G3,G,False
post_qualification,Bidding & Contract Management,0.49065735936164856,DIM6,G3,G,False
post_resettlement,Displacement & Resettlement,0.7488738894462585,ESS5,S3,S,False
post_review,Bidding & Contract Management,0.40784263610839844,DIM6,G3,G,False
post_reviews,Bidding & Contract Management,0.413522332906723,DIM6,G3,G,False
potable_water,Water Resources & Conservation,0.8094006180763245,ESS3_R,E2,E,False
potable_water_supply,Water Resources & Conservation,0.795461893081665,ESS3_R,E2,E,False
potential_environmental_impacts,Emissions & Hazardous Pollutants,0.6339203715324402,ESS3_P,E1,E,False
potential_risks,Safety Assessment & Standards,0.641141951084137,ESS4,S2,S,False
pothole,Accidents & Hazards,0.5182263851165771,ESS4,S2,S,False
potholes,Accidents & Hazards,0.5365645885467529,ESS4,S2,S,False
poverty_alleviation,Economic Efficiency & Benefits,0.533065676689148,DIM2_3,G2,G,False
power_companies,Energy Efficiency,0.5712896585464478,ESS3_R,E2,E,False
power_company,Energy Efficiency,0.5849409699440002,ESS3_R,E2,E,False
power_demand,Energy Efficiency,0.6514068841934204,ESS3_R,E2,E,False
power_development,Energy Efficiency,0.6495880484580994,ESS3_R,E2,E,False
power_distribution,Energy Efficiency,0.45875805616378784,ESS3_R,E2,E,False
power_generating,Energy Efficiency,0.6809954643249512,ESS3_R,E2,E,False
power_generation,Energy Efficiency,0.7679033279418945,ESS3_R,E2,E,False
power_generation_capacity,Energy Efficiency,0.6466739773750305,ESS3_R,E2,E,False
power_grid,Energy Efficiency,0.6282340288162231,ESS3_R,E2,E,False
power_market,Energy Efficiency,0.5753120183944702,ESS3_R,E2,E,False
power_plant,Energy Efficiency,0.6988728046417236,ESS3_R,E2,E,False
power_plants,Energy Efficiency,0.7019380927085876,ESS3_R,E2,E,False
power_pool,Energy Efficiency,0.5691482424736023,ESS3_R,E2,E,False
power_producers,Energy Efficiency,0.6618821024894714,ESS3_R,E2,E,False
power_project,Energy Efficiency,0.6410595774650574,ESS3_R,E2,E,False
power_projects,Energy Efficiency,0.661148726940155,ESS3_R,E2,E,False
power_sales,Energy Efficiency,0.5252118706703186,ESS3_R,E2,E,False
power_sector,Energy Efficiency,0.6040681004524231,ESS3_R,E2,E,False
power_sector_development,Energy Efficiency,0.5809679627418518,ESS3_R,E2,E,False
power_sector_entities,Energy Efficiency,0.5179624557495117,ESS3_R,E2,E,False
power_sector_reform,Energy Efficiency,0.5601282715797424,ESS3_R,E2,E,False
power_sector_reforms,Energy Efficiency,0.5194393992424011,ESS3_R,E2,E,False
power_sector_restructuring,Energy Efficiency,0.5257185101509094,ESS3_R,E2,E,False
power_shortages,Energy Efficiency,0.6203439831733704,ESS3_R,E2,E,False
power_station,Energy Efficiency,0.6477110385894775,ESS3_R,E2,E,False
power_stations,Energy Efficiency,0.6374191045761108,ESS3_R,E2,E,False
power_supply,Energy Efficiency,0.5337457656860352,ESS3_R,E2,E,False
power_system,Energy Efficiency,0.6333581805229187,ESS3_R,E2,E,False
power_system_expansion,Energy Efficiency,0.4845259487628937,ESS3_R,E2,E,False
power_systems,Energy Efficiency,0.6610069870948792,ESS3_R,E2,E,False
power_transfer,Energy Efficiency,0.5915776491165161,ESS3_R,E2,E,False
power_transmission,Energy Efficiency,0.5773928165435791,ESS3_R,E2,E,False
power_utilities,Energy Efficiency,0.6809791922569275,ESS3_R,E2,E,False
pre_appraisal,Bidding & Contract Management,0.5116057395935059,DIM6,G3,G,False
pre_approved,Bidding & Contract Management,0.5249840021133423,DIM6,G3,G,False
pre_conditions,Bidding & Contract Management,0.45472219586372375,DIM6,G3,G,False
pre_determined,Bidding & Contract Management,0.4870002567768097,DIM6,G3,G,False
pre_established,Bidding & Contract Management,0.4919508099555969,DIM6,G3,G,False
pre_identified,Bidding & Contract Management,0.451996773481369,DIM6,G3,G,False
pre_paid,Bidding & Contract Management,0.5265703201293945,DIM6,G3,G,False
pre_project,Bidding & Contract Management,0.4940771460533142,DIM6,G3,G,False
pre_qualified,Bidding & Contract Management,0.47794264554977417,DIM6,G3,G,False
pre_selected,Bidding & Contract Management,0.4818536639213562,DIM6,G3,G,False
precautionary,Accidents & Hazards,0.52195143699646,ESS4,S2,S,False
prefectural,Institutional Capacity,0.4021907150745392,DIM1,G1,G,False
preservation,Waste Management & Disposal,0.49654072523117065,ESS3_P,E1,E,False
price_adjustment,Cost Analysis & Valuation,0.43965667486190796,DIM2_3,G2,G,False
price_contingencies,Cost Analysis & Valuation,0.5561739206314087,DIM2_3,G2,G,False
price_escalation,Cost Analysis & Valuation,0.4845358729362488,DIM2_3,G2,G,False
price_increases,Cost Analysis & Valuation,0.4677961468696594,DIM2_3,G2,G,False
private_capital,Bidding & Contract Management,0.5323765873908997,DIM6,G3,G,False
private_finance,Fiscal Management & Sustainability,0.5729678869247437,DIM2_3,G2,G,False
private_investment,Bidding & Contract Management,0.5633161664009094,DIM6,G3,G,False
private_investments,Bidding & Contract Management,0.5378692746162415,DIM6,G3,G,False
private_investors,Bidding & Contract Management,0.5722024440765381,DIM6,G3,G,False
private_land,Land Acquisition & Property Rights,0.7323145270347595,ESS5,S3,S,False
private_partnerships,Bidding & Contract Management,0.548292875289917,DIM6,G3,G,False
private_sector,Labor Management & Employment,0.5942941904067993,ESS2,S1,S,False
private_sector_financing,Fiscal Management & Sustainability,0.5733218789100647,DIM2_3,G2,G,False
private_sector_investment,Fiscal Management & Sustainability,0.5231491327285767,DIM2_3,G2,G,False
private_sector_investments,Fiscal Management & Sustainability,0.5247594118118286,DIM2_3,G2,G,False
private_sector_management,Labor Management & Employment,0.5184164643287659,ESS2,S1,S,False
privately_owned,Bidding & Contract Management,0.5002686977386475,DIM6,G3,G,False
privatization,Bidding & Contract Management,0.43811047077178955,DIM6,G3,G,False
pro_forma,Bidding & Contract Management,0.48508504033088684,DIM6,G3,G,False
pro_poor,Economic Efficiency & Benefits,0.5115921497344971,DIM2_3,G2,G,False
procurement_actions,Procurement Systems & Processes,0.8217423558235168,DIM6,G3,G,False
procurement_activities,Procurement Systems & Processes,0.8453767895698547,DIM6,G3,G,False
procurement_agent,Procurement Systems & Processes,0.799076497554779,DIM6,G3,G,False
procurement_arrangements,Procurement Systems & Processes,0.8795421123504639,DIM6,G3,G,False
procurement_assessment,Procurement Systems & Processes,0.8246671557426453,DIM6,G3,G,False
procurement_capacity,Procurement Systems & Processes,0.769932746887207,DIM6,G3,G,False
procurement_capacity_assessment,Procurement Systems & Processes,0.7118256092071533,DIM6,G3,G,False
procurement_guidelines,Procurement Systems & Processes,0.8702624440193176,DIM6,G3,G,False
procurement_management,Procurement Systems & Processes,0.895594596862793,DIM6,G3,G,False
procurement_method,Procurement Systems & Processes,0.8838977813720703,DIM6,G3,G,False
procurement_methods,Procurement Systems & Processes,0.906090259552002,DIM6,G3,G,False
procurement_packages,Procurement Systems & Processes,0.8301599621772766,DIM6,G3,G,False
procurement_plan,Procurement Systems & Processes,0.8673243522644043,DIM6,G3,G,False
procurement_plans,Procurement Systems & Processes,0.8582723140716553,DIM6,G3,G,False
procurement_procedures,Procurement Systems & Processes,0.9227769374847412,DIM6,G3,G,False
procurement_process,Procurement Systems & Processes,0.9182761907577515,DIM6,G3,G,False
procurement_processes,Procurement Systems & Processes,0.9177877306938171,DIM6,G3,G,False
procurement_related,Procurement Systems & Processes,0.8546819686889648,DIM6,G3,G,False
procurement_risk,Procurement Systems & Processes,0.7855981588363647,DIM6,G3,G,False
procurement_specialist,Procurement Systems & Processes,0.8431620001792908,DIM6,G3,G,False
procurement_staff,Procurement Systems & Processes,0.807765007019043,DIM6,G3,G,False
procurement_supervision,Procurement Systems & Processes,0.8053460121154785,DIM6,G3,G,False
procurement_supervision_missions,Procurement Systems & Processes,0.751340925693512,DIM6,G3,G,False
procurement_system,Procurement Systems & Processes,0.9085050821304321,DIM6,G3,G,False
procurement_training,Procurement Systems & Processes,0.7982173562049866,DIM6,G3,G,False
procurements,Procurement Systems & Processes,0.8464548587799072,DIM6,G3,G,False
productivity,Economic Efficiency & Benefits,0.611825704574585,DIM2_3,G2,G,False
profession,Labor Management & Employment,0.5567736029624939,ESS2,S1,S,False
profit,Economic Efficiency & Benefits,0.4625711441040039,DIM2_3,G2,G,False
profit_making,Economic Efficiency & Benefits,0.5718665719032288,DIM2_3,G2,G,False
profit_oriented,Economic Efficiency & Benefits,0.6271443963050842,DIM2_3,G2,G,False
profitability,Fiscal Management & Sustainability,0.4916958808898926,DIM2_3,G2,G,False
profitable,Fiscal Management & Sustainability,0.4581625163555145,DIM2_3,G2,G,False
profits,Economic Efficiency & Benefits,0.47345471382141113,DIM2_3,G2,G,False
prohibition,Workplace Health & Safety,0.513298749923706,ESS2,S1,S,False
project_coordination,Institutional Capacity,0.5598393678665161,DIM1,G1,G,False
project_cost,Cost Analysis & Valuation,0.6018850207328796,DIM2_3,G2,G,False
project_cost_estimate,Cost Analysis & Valuation,0.6108848452568054,DIM2_3,G2,G,False
project_cost_estimates,Cost Analysis & Valuation,0.6079071164131165,DIM2_3,G2,G,False
project_cost_net,Cost Analysis & Valuation,0.6417421698570251,DIM2_3,G2,G,False
project_costs,Cost Analysis & Valuation,0.6221164464950562,DIM2_3,G2,G,False
project_feasibility,Cost Analysis & Valuation,0.4573845863342285,DIM2_3,G2,G,False
project_feasibility_study,Cost Analysis & Valuation,0.48984795808792114,DIM2_3,G2,G,False
project_procurement,Procurement Systems & Processes,0.8569909334182739,DIM6,G3,G,False
project_resettlement,Displacement & Resettlement,0.7446752190589905,ESS5,S3,S,False
project_risk,Safety Assessment & Standards,0.6167231202125549,ESS4,S2,S,False
project_risks,Safety Assessment & Standards,0.6468706130981445,ESS4,S2,S,False
promoter,Bidding & Contract Management,0.42506998777389526,DIM6,G3,G,False
promoters,Bidding & Contract Management,0.441150039434433,DIM6,G3,G,False
promotion,Labor Management & Employment,0.5028946995735168,ESS2,S1,S,False
promotions,Labor Management & Employment,0.4894672632217407,ESS2,S1,S,False
promulgation,Bidding & Contract Management,0.4236418902873993,DIM6,G3,G,False
properties,Land Acquisition & Property Rights,0.4530887007713318,ESS5,S3,S,False
property,Land Acquisition & Property Rights,0.5981799364089966,ESS5,S3,S,False
proposal,Bidding & Contract Management,0.48788681626319885,DIM6,G3,G,False
proposals,Bidding & Contract Management,0.536453127861023,DIM6,G3,G,False
protection,Workplace Health & Safety,0.5762969851493835,ESS2,S1,S,False
protection_measures,Emergency Response & Security,0.6118017435073853,ESS4,S2,S,False
protection_works,Emergency Response & Security,0.5533866882324219,ESS4,S2,S,False
protective,Workplace Health & Safety,0.5510014295578003,ESS2,S1,S,False
protests,Grievance Mechanisms,0.5822393298149109,ESS2,S1,S,False
provider,Bidding & Contract Management,0.43280115723609924,DIM6,G3,G,False
providers,Bidding & Contract Management,0.4367419481277466,DIM6,G3,G,False
public_awareness,Transparency & Disclosure,0.6015108227729797,DIM8_9,G5,G,False
public_budget,Fiscal Management & Sustainability,0.6947817206382751,DIM2_3,G2,G,False
public_enterprises,Procurement Systems & Processes,0.504542887210846,DIM6,G3,G,False
public_expenditure,Fiscal Management & Sustainability,0.7502241730690002,DIM2_3,G2,G,False
public_financial_management,Fiscal Management & Sustainability,0.60328608751297,DIM2_3,G2,G,False
public_funding,Fiscal Management & Sustainability,0.6494711637496948,DIM2_3,G2,G,False
public_health,Workplace Health & Safety,0.613029956817627,ESS2,S1,S,False
public_information,Transparency & Disclosure,0.6724779009819031,DIM8_9,G5,G,False
public_institutions,Institutional Capacity,0.5900468826293945,DIM1,G1,G,False
public_interest,Anti-Corruption,0.5159918069839478,DIM8_9,G5,G,False
public_investment,Fiscal Management & Sustainability,0.5820505619049072,DIM2_3,G2,G,False
public_private_partnership,Strategic Plan,0.5068004727363586,DIM1,G1,G,False
public_procurement,Procurement Systems & Processes,0.8366819024085999,DIM6,G3,G,False
public_sector,Labor Management & Employment,0.5962139368057251,ESS2,S1,S,False
public_sector_management,Labor Management & Employment,0.5101662874221802,ESS2,S1,S,False
public_security,Emergency Response & Security,0.5997469425201416,ESS4,S2,S,False
public_utilities,Energy Efficiency,0.4902765452861786,ESS3_R,E2,E,False
publicly_owned,Land Acquisition & Property Rights,0.5160596966743469,ESS5,S3,S,False
pump_station,Water Resources & Conservation,0.492983341217041,ESS3_R,E2,E,False
pump_stations,Water Resources & Conservation,0.5168063044548035,ESS3_R,E2,E,False
pumping_stations,Water Resources & Conservation,0.5078065991401672,ESS3_R,E2,E,False
purchase_price,Bidding & Contract Management,0.4895889163017273,DIM6,G3,G,False
purchasers,Bidding & Contract Management,0.5159317255020142,DIM6,G3,G,False
pursuant,Accountability & Integrity,0.4288591146469116,DIM8_9,G5,G,False
qualified_staff,Labor Management & Employment,0.5612474083900452,ESS2,S1,S,False
quality_based,Safety Assessment & Standards,0.5686540603637695,ESS4,S2,S,False
quality_control,Safety Assessment & Standards,0.6580149531364441,ESS4,S2,S,False
quality_infrastructure,Safety Assessment & Standards,0.600513219833374,ESS4,S2,S,False
quality_management,Safety Assessment & Standards,0.6671691536903381,ESS4,S2,S,False
quality_monitoring,Safety Assessment & Standards,0.6328170299530029,ESS4,S2,S,False
quality_standards,Safety Assessment & Standards,0.6350197792053223,ESS4,S2,S,False
rabbit,Species & Wildlife,0.48915937542915344,ESS6,E3,E,False
radiation,Workplace Health & Safety,0.5064733028411865,ESS2,S1,S,False
rainwater,Water Resources & Conservation,0.599183976650238,ESS3_R,E2,E,False
rapid_economic_growth,Economic Efficiency & Benefits,0.5013235807418823,DIM2_3,G2,G,False
raw_material,Raw Material Use,0.8573684096336365,ESS3_R,E2,E,False
raw_water,Water Resources & Conservation,0.6692837476730347,ESS3_R,E2,E,False
re_bidding,Bidding & Contract Management,0.6059671640396118,DIM6,G3,G,False
re_disclosed,Transparency & Disclosure,0.6206523180007935,DIM8_9,G5,G,False
re_establish,Displacement & Resettlement,0.588956356048584,ESS5,S3,S,False
re_establishing,Displacement & Resettlement,0.5749751925468445,ESS5,S3,S,False
re_establishment,Displacement & Resettlement,0.5919314026832581,ESS5,S3,S,False
re_financing,Fiscal Management & Sustainability,0.5409929156303406,DIM2_3,G2,G,False
re_tendered,Bidding & Contract Management,0.5755112171173096,DIM6,G3,G,False
re_used,Waste Management & Disposal,0.4183165729045868,ESS3_P,E1,E,False
receipt,Bidding & Contract Management,0.4410236179828644,DIM6,G3,G,False
recession,Fiscal Management & Sustainability,0.49027717113494873,DIM2_3,G2,G,False
reclamation,Waste Management & Disposal,0.5202555060386658,ESS3_P,E1,E,False
reconciliation,Dispute Resolution,0.5684062838554382,DIM7,G4,G,False
reconciliations,Dispute Resolution,0.5508956909179688,DIM7,G4,G,False
record_keeping,Operations & Performance,0.6642667651176453,DIM7,G4,G,False
recruitment,Labor Management & Employment,0.49526870250701904,ESS2,S1,S,False
redeployment,Displacement & Resettlement,0.6061335802078247,ESS5,S3,S,False
refinement,Dispute Resolution,0.45276176929473877,DIM7,G4,G,False
refinements,Dispute Resolution,0.4451357126235962,DIM7,G4,G,False
refineries,Emissions & Hazardous Pollutants,0.4394483268260956,ESS3_P,E1,E,False
reforestation,Forestry & Forest Management,0.7287070751190186,ESS6,E3,E,False
refusal,Accountability & Integrity,0.4322938919067383,DIM8_9,G5,G,False
regional_electricity,Energy Efficiency,0.5539332032203674,ESS3_R,E2,E,False
regional_power,Energy Efficiency,0.5152491331100464,ESS3_R,E2,E,False
regulation,Accountability & Integrity,0.5071080327033997,DIM8_9,G5,G,False
regulations,Accountability & Integrity,0.5189893841743469,DIM8_9,G5,G,False
regulator,Operations & Performance,0.471566766500473,DIM7,G4,G,False
regulators,Operations & Performance,0.4719361960887909,DIM7,G4,G,False
