term,subcategory,subcat_sim,category,category_display,pillar,is_seed,x,y
maintenance_contracts,Operations & Performance,0.564461886882782,DIM7,G4,G,False,32.18828,-43.532345
maintenance_cost,Cost Analysis & Valuation,0.6301237940788269,DIM2_3,G2,G,False,29.600151,-44.92742
maintenance_costs,Cost Analysis & Valuation,0.6487186551094055,DIM2_3,G2,G,False,29.558235,-44.870754
maintenance_equipment,Operations & Performance,0.6640195846557617,DIM7,G4,G,False,28.196012,-40.016056
maintenance_financing,Operations & Performance,0.626976728439331,DIM7,G4,G,False,28.31376,-44.549328
maintenance_fund,Operations & Performance,0.618783175945282,DIM7,G4,G,False,28.343435,-44.538376
maintenance_management,Operations & Performance,0.7207481861114502,DIM7,G4,G,False,28.915062,-40.58637
maintenance_management_system,Operations & Performance,0.6098756194114685,DIM7,G4,G,False,29.097698,-39.208748
maintenance_needs,Operations & Performance,0.6710929870605469,DIM7,G4,G,False,29.291855,-41.56458
maintenance_operations,Operations & Performance,0.6871817111968994,DIM7,G4,G,False,29.473398,-40.808815
maintenance_plan,Operations & Performance,0.6033890843391418,DIM7,G4,G,False,30.317423,-42.67573
maintenance_planning,Operations & Performance,0.643122136592865,DIM7,G4,G,False,29.999546,-42.28291
maintenance_plans,Operations & Performance,0.5803006887435913,DIM7,G4,G,False,30.368479,-42.622677
maintenance_practices,Operations & Performance,0.6244202852249146,DIM7,G4,G,False,30.031492,-41.19215
maintenance_program,Operations & Performance,0.5721678733825684,DIM7,G4,G,False,31.068542,-39.653294
maintenance_programs,Operations & Performance,0.5657501220703125,DIM7,G4,G,False,31.048315,-39.662918
maintenance_standards,Safety Assessment & Standards,0.5905627012252808,ESS4,S2,S,False,29.89181,-40.173603
maintenance_strategy,Operations & Performance,0.5926826596260071,DIM7,G4,G,False,30.323715,-41.843933
maintenance_system,Operations & Performance,0.6277557015419006,DIM7,G4,G,False,29.607283,-39.18265
maintenance_work,Operations & Performance,0.6894310116767883,DIM7,G4,G,False,28.154177,-41.266197
maintenance_works,Operations & Performance,0.6808542013168335,DIM7,G4,G,False,28.358809,-41.21972
major_maintenance,Operations & Performance,0.6473273634910583,DIM7,G4,G,False,28.903877,-41.859
malaria,Disease & Health Risks,0.6328576803207397,ESS4,S2,S,False,50.69425,7.4193473
malnutrition,Disease & Health Risks,0.5122503638267517,ESS4,S2,S,False,46.996037,5.156531
management_assessment,Operations & Performance,0.6836777925491333,DIM7,G4,G,False,13.349288,-37.99574
management_consultant,Bidding & Contract Management,0.5503012537956238,DIM6,G3,G,False,0.9691822,-42.258965
management_contract,Bidding & Contract Management,0.6162156462669373,DIM6,G3,G,False,12.139802,-46.297977
management_contracts,Bidding & Contract Management,0.6349840760231018,DIM6,G3,G,False,12.0833,-46.23367
management_information,Operations & Performance,0.6359267234802246,DIM7,G4,G,False,15.021608,-39.18874
management_information_system,Operations & Performance,0.5754050612449646,DIM7,G4,G,False,17.608149,-36.092587
management_information_systems,Operations & Performance,0.553938090801239,DIM7,G4,G,False,17.606302,-36.051888
management_mechanisms,Operations & Performance,0.6503326296806335,DIM7,G4,G,False,15.479686,-37.7789
management_plans,Strategic Plan,0.6219525933265686,DIM1,G1,G,False,11.284797,-37.085503
management_practices,Operations & Performance,0.6533939242362976,DIM7,G4,G,False,14.433115,-37.972054
management_procedures,Operations & Performance,0.655149519443512,DIM7,G4,G,False,14.666181,-38.090588
management_reports,Operations & Performance,0.6590818762779236,DIM7,G4,G,False,14.566753,-39.70356
management_system,Operations & Performance,0.6417596340179443,DIM7,G4,G,False,16.632133,-37.993294
management_systems,Operations & Performance,0.6679602861404419,DIM7,G4,G,False,16.525429,-37.875732
management_unit,Operations & Performance,0.6673192381858826,DIM7,G4,G,False,16.29368,-39.03981
management_units,Operations & Performance,0.6337637305259705,DIM7,G4,G,False,16.314556,-39.130157
manpower,Labor Management & Employment,0.506669282913208,ESS2,S1,S,False,-31.59286,-0.7343321
marginal_cost,Cost Analysis & Valuation,0.5721109509468079,DIM2_3,G2,G,False,-31.23314,-28.62222
masonry,Cultural Heritage,0.4706263542175293,ESS8,S5,S,False,14.338246,11.05721
master_plans,Strategic Plan,0.5645567178726196,DIM1,G1,G,False,10.445515,-36.769344
material,Raw Material Use,0.45402470231056213,ESS3_R,E2,E,False,16.873255,34.51227
materials,Raw Material Use,0.4970313608646393,ESS3_R,E2,E,False,16.865627,34.50969
maximization,Economic Efficiency & Benefits,0.43956050276756287,DIM2_3,G2,G,False,13.384727,-13.899187
meat,Species & Wildlife,0.48757684230804443,ESS6,E3,E,False,46.435005,28.400124
medium_voltage,Energy Efficiency,0.439319372177124,ESS3_R,E2,E,False,-15.326489,59.71518
merchant,Bidding & Contract Management,0.4769301414489746,DIM6,G3,G,False,-47.847775,-2.91263
meteorological,Emissions & Hazardous Pollutants,0.47677651047706604,ESS3_P,E1,E,False,33.725285,36.65301
methane,Emissions & Hazardous Pollutants,0.5855681896209717,ESS3_P,E1,E,False,6.389773,37.284004
micro_finance,Fiscal Management & Sustainability,0.5072052478790283,DIM2_3,G2,G,False,-22.651873,-43.15112
micro_hydro,Water Resources & Conservation,0.5851122140884399,ESS3_R,E2,E,False,4.083437,60.9458
micro_hydropower,Energy Efficiency,0.5642575621604919,ESS3_R,E2,E,False,3.40032,60.718895
migrants,Indigenous Peoples,0.5224974751472473,ESS7,S4,S,False,27.700455,-6.1743116
mineral,Raw Material Use,0.45047107338905334,ESS3_R,E2,E,False,19.269547,33.88208
minerals,Raw Material Use,0.42724353075027466,ESS3_R,E2,E,False,19.285692,33.87127
mini_hydro,Water Resources & Conservation,0.5736120939254761,ESS3_R,E2,E,False,4.353889,61.58341
minorities,Indigenous Peoples,0.48268526792526245,ESS7,S4,S,False,32.310165,-5.814256
mis_procurement,Procurement Systems & Processes,0.8562108278274536,DIM6,G3,G,False,2.9022627,-53.259396
mismanagement,Operations & Performance,0.5565872192382812,DIM7,G4,G,False,14.736041,-35.87391
misuse,Accountability & Integrity,0.5250490307807922,DIM8_9,G5,G,False,2.4815297,2.5341053
model_bidding_documents,Bidding & Contract Management,0.6094632148742676,DIM6,G3,G,False,6.7005906,-63.59667
monetary,Fiscal Management & Sustainability,0.5674183368682861,DIM2_3,G2,G,False,-47.614704,-25.594301
mongol,Indigenous Peoples,0.4819028079509735,ESS7,S4,S,False,30.598278,-4.905373
monitorable,Operations & Performance,0.40862733125686646,DIM7,G4,G,False,23.747097,-44.78089
monitoring_activities,Operations & Performance,0.5211024880409241,DIM7,G4,G,False,20.013485,-45.013775
monitoring_indicators,Operations & Performance,0.5770895481109619,DIM7,G4,G,False,20.976217,-44.696133
monitoring_plan,Operations & Performance,0.5536409616470337,DIM7,G4,G,False,18.802906,-44.073914
monitoring_plans,Operations & Performance,0.5194387435913086,DIM7,G4,G,False,18.785181,-44.075256
monitoring_program,Operations & Performance,0.48030784726142883,DIM7,G4,G,False,20.52931,-43.82568
monitoring_report,Operations & Performance,0.5705549120903015,DIM7,G4,G,False,20.86465,-45.701473
monitoring_reports,Operations & Performance,0.5454294085502625,DIM7,G4,G,False,20.813423,-45.750748
monitoring_system,Operations & Performance,0.5762016773223877,DIM7,G4,G,False,21.053173,-43.507957
monopolies,Anti-Corruption,0.41597703099250793,DIM8_9,G5,G,False,-43.74316,-13.882757
monoxide,Emissions & Hazardous Pollutants,0.547471821308136,ESS3_P,E1,E,False,10.263982,34.82827
monuments,Cultural Heritage,0.5874742269515991,ESS8,S5,S,False,17.804136,10.822055
morale,Workplace Health & Safety,0.5025414228439331,ESS2,S1,S,False,42.77295,3.332316
morbidity,Workplace Health & Safety,0.6060198545455933,ESS2,S1,S,False,45.932053,4.4865327
mortality,Workplace Health & Safety,0.541961669921875,ESS2,S1,S,False,9.218758,15.809565
motor_vehicle,Accidents & Hazards,0.5082715153694153,ESS4,S2,S,False,-29.289482,29.130882
motor_vehicles,Accidents & Hazards,0.5332806706428528,ESS4,S2,S,False,-29.367512,29.181103
motorized_traffic,Accidents & Hazards,0.5381783246994019,ESS4,S2,S,False,-31.79157,27.018902
mountainous,Forestry & Forest Management,0.4030541479587555,ESS6,E3,E,False,31.892628,32.654922
mountains,Forestry & Forest Management,0.461782306432724,ESS6,E3,E,False,31.942217,32.530457
multi_donor,Bidding & Contract Management,0.40646907687187195,DIM6,G3,G,False,-20.498646,-37.630657
multidisciplinary,Institutional Capacity,0.4018082916736603,DIM1,G1,G,False,7.373641,0.88567
multilateral,Institutional Capacity,0.40895509719848633,DIM1,G1,G,False,5.173456,-26.659193
municipal_wastepaper,Waste Management & Disposal,0.656797468662262,ESS3_P,E1,E,False,9.834821,51.338657
municipal_water,Water Resources & Conservation,0.7515302300453186,ESS3_R,E2,E,False,22.50921,59.12777
museum,Cultural Heritage,0.5728956460952759,ESS8,S5,S,False,17.694595,9.056618
nation,Indigenous Peoples,0.4658423662185669,ESS7,S4,S,False,30.626986,-8.211744
national_competitive_bidding,Bidding & Contract Management,0.6188591122627258,DIM6,G3,G,False,1.7945899,-62.200794
national_consultants,Labor Management & Employment,0.5303101539611816,ESS2,S1,S,False,-0.9475078,-42.07684
national_energy,Energy Efficiency,0.7428164482116699,ESS3_R,E2,E,False,-10.057757,51.113758
national_grid,Energy Efficiency,0.4906410574913025,ESS3_R,E2,E,False,-17.034382,55.216267
national_power,Energy Efficiency,0.527256429195404,ESS3_R,E2,E,False,-20.798855,49.482098
national_water,Water Resources & Conservation,0.7392297983169556,ESS3_R,E2,E,False,21.83064,59.540546
nationalities,Indigenous Peoples,0.5446769595146179,ESS7,S4,S,False,30.970758,-6.3343697
nations,Indigenous Peoples,0.5352628231048584,ESS7,S4,S,False,30.646465,-8.077638
native,Indigenous Peoples,0.6152923703193665,ESS7,S4,S,False,29.56867,-1.9192024
natural_gas,Emissions & Hazardous Pollutants,0.6085139513015747,ESS3_P,E1,E,False,-1.7023542,39.420097
natural_resource,Habitats & Ecosystems,0.714981734752655,ESS6,E3,E,False,32.41194,19.413193
nature,Habitats & Ecosystems,0.5440142750740051,ESS6,E3,E,False,41.92527,23.12088
negative_environmental_impacts,Emissions & Hazardous Pollutants,0.6504898071289062,ESS3_P,E1,E,False,29.506868,11.867807
negotiation,Dispute Resolution,0.7647116184234619,DIM7,G4,G,False,-15.820922,-1.5971605
negotiations,Dispute Resolution,0.7318788766860962,DIM7,G4,G,False,-15.859508,-1.5841471
neighborhoods,Indigenous Peoples,0.48354002833366394,ESS7,S4,S,False,24.468815,6.0645003
net_benefits,Economic Efficiency & Benefits,0.6632929444313049,DIM2_3,G2,G,False,-25.515411,-18.758081
net_cash,Fiscal Management & Sustainability,0.4936952590942383,DIM2_3,G2,G,False,-42.767487,-42.42403
net_present_value,Cost Analysis & Valuation,0.43543756008148193,DIM2_3,G2,G,False,-43.587093,-41.852646
net_profit,Economic Efficiency & Benefits,0.5124220252037048,DIM2_3,G2,G,False,-43.139706,-42.003414
new_electricity,Energy Efficiency,0.6198340654373169,ESS3_R,E2,E,False,-15.331799,54.961716
new_expressway,Accidents & Hazards,0.5402355194091797,ESS4,S2,S,False,-30.19088,26.508516
new_generation_capacity,Energy Efficiency,0.48076891899108887,ESS3_R,E2,E,False,-17.45491,42.740784
new_investments,Bidding & Contract Management,0.4940146207809448,DIM6,G3,G,False,-13.567449,-36.96824
new_power,Energy Efficiency,0.5239944458007812,ESS3_R,E2,E,False,-22.41158,56.85904
new_tariff,Economic Efficiency & Benefits,0.47747865319252014,DIM2_3,G2,G,False,-20.683111,35.367928
new_water,Water Resources & Conservation,0.651889979839325,ESS3_R,E2,E,False,20.603622,56.833477
new_water_supply,Water Resources & Conservation,0.7180801630020142,ESS3_R,E2,E,False,25.695185,64.46888
no_objections,Bidding & Contract Management,0.4310606122016907,DIM6,G3,G,False,-17.511553,-6.898009
non_cash,Bidding & Contract Management,0.5374757647514343,DIM6,G3,G,False,-41.845997,-46.19943
non_compliances,Accountability & Integrity,0.5877001881599426,DIM8_9,G5,G,False,-1.3472999,-3.8173146
non_concessioned,Bidding & Contract Management,0.586484968662262,DIM6,G3,G,False,-18.10861,-6.422951
non_consulting,Bidding & Contract Management,0.5816647410392761,DIM6,G3,G,False,-1.638061,-43.362328
non_oil,Energy Efficiency,0.49510663747787476,ESS3_R,E2,E,False,0.674533,38.658634
non_tradable,Bidding & Contract Management,0.445397287607193,DIM6,G3,G,False,-50.22387,-6.750341
non_traded,Bidding & Contract Management,0.5059230327606201,DIM6,G3,G,False,-49.900494,-6.618725
non_wage,Labor Management & Employment,0.7195813655853271,ESS2,S1,S,False,-33.672848,-7.877984
noncommunicable,Disease & Health Risks,0.6233648061752319,ESS4,S2,S,False,52.52818,3.8706143
noncompliance,Grievance Mechanisms,0.41111117601394653,ESS2,S1,S,False,-1.0668906,-3.8726864
nonperformance,Operations & Performance,0.4626583755016327,DIM7,G4,G,False,24.13679,-19.287512
nonrevenue_water,Water Resources & Conservation,0.698544442653656,ESS3_R,E2,E,False,23.83319,56.278694
nuisances,Workplace Health & Safety,0.5060308575630188,ESS2,S1,S,False,50.41193,14.200917
nutrient,Habitats & Ecosystems,0.4624534249305725,ESS6,E3,E,False,22.777319,35.204872
nutrients,Habitats & Ecosystems,0.4126743674278259,ESS6,E3,E,False,22.814484,34.934315
objection,Grievance Mechanisms,0.47251543402671814,ESS2,S1,S,False,-6.968214,6.7389374
objections,Grievance Mechanisms,0.5373373031616211,ESS2,S1,S,False,-6.9959273,6.7976003
occupancy,Land Acquisition & Property Rights,0.5248953104019165,ESS5,S3,S,False,19.344997,16.952642
occupation,Labor Management & Employment,0.6075907349586487,ESS2,S1,S,False,-26.301916,-3.1557171
occupations,Workplace Health & Safety,0.538229763507843,ESS2,S1,S,False,-26.293068,-2.875392
ocean,Habitats & Ecosystems,0.40447622537612915,ESS6,E3,E,False,36.567757,44.864803
odor,Emissions & Hazardous Pollutants,0.4375562071800232,ESS3_P,E1,E,False,13.4097595,38.85213
odors,Emissions & Hazardous Pollutants,0.46953532099723816,ESS3_P,E1,E,False,13.4317255,38.867718
off_budget,Fiscal Management & Sustainability,0.5967381000518799,DIM2_3,G2,G,False,-30.665743,-36.983246
off_grid,Energy Efficiency,0.47227081656455994,ESS3_R,E2,E,False,-16.828264,55.894867
off_taker,Bidding & Contract Management,0.41732263565063477,DIM6,G3,G,False,-15.284651,29.710478
oil_based,Energy Efficiency,0.48217883706092834,ESS3_R,E2,E,False,0.5421409,38.79469
oil_fired,Energy Efficiency,0.4970254898071289,ESS3_R,E2,E,False,-0.38740835,39.12606
operating_cost,Cost Analysis & Valuation,0.6110393404960632,DIM2_3,G2,G,False,-33.41261,-29.868917
operating_cost_savings,Cost Analysis & Valuation,0.6624455451965332,DIM2_3,G2,G,False,-24.80484,-24.865631
operating_costs,Cost Analysis & Valuation,0.6553220748901367,DIM2_3,G2,G,False,-33.424576,-30.056648
operating_expenses,Fiscal Management & Sustainability,0.6121340394020081,DIM2_3,G2,G,False,-33.856216,-30.990395
operational_costs,Cost Analysis & Valuation,0.6992126703262329,DIM2_3,G2,G,False,-33.25572,-30.15203
operational_efficiency,Economic Efficiency & Benefits,0.7467538118362427,DIM2_3,G2,G,False,18.048319,-18.227251
operational_manual,Operations & Performance,0.5699418783187866,DIM7,G4,G,False,26.92228,-37.935246
operational_performance,Operations & Performance,0.6428639888763428,DIM7,G4,G,False,18.125555,-19.280813
opportunity_cost,Cost Analysis & Valuation,0.6826523542404175,DIM2_3,G2,G,False,-32.15314,-29.543388
optimal,Economic Efficiency & Benefits,0.47072237730026245,DIM2_3,G2,G,False,13.309853,-13.161228
optimization,Economic Efficiency & Benefits,0.47320809960365295,DIM2_3,G2,G,False,13.634312,-14.021912
optimum,Economic Efficiency & Benefits,0.421736478805542,DIM2_3,G2,G,False,13.207196,-13.328884
orchard,Forestry & Forest Management,0.4673313498497009,ESS6,E3,E,False,34.855206,26.732927
orchards,Forestry & Forest Management,0.6283817887306213,ESS6,E3,E,False,34.866245,26.775976
ordinance,Accountability & Integrity,0.5037707090377808,DIM8_9,G5,G,False,-5.2228827,-3.2424428
organic,Species & Wildlife,0.44195643067359924,ESS6,E3,E,False,39.975933,24.113508
organisms,Species & Wildlife,0.6443622708320618,ESS6,E3,E,False,44.4856,21.813612
organizational_arrangements,Institutional Capacity,0.5779932737350464,DIM1,G1,G,False,3.149648,-22.04752
organizational_structure,Institutional Capacity,0.5884619951248169,DIM1,G1,G,False,3.0885005,-21.917908
outbreak,Disease & Health Risks,0.4895118474960327,ESS4,S2,S,False,50.601414,2.4629862
outlay,Fiscal Management & Sustainability,0.506029486656189,DIM2_3,G2,G,False,-42.932987,-36.853558
outlays,Fiscal Management & Sustainability,0.5954427719116211,DIM2_3,G2,G,False,-42.92998,-36.84188
overall_financial_management,Fiscal Management & Sustainability,0.5814365744590759,DIM2_3,G2,G,False,-22.817595,-49.78271
overall_implementation,Institutional Capacity,0.43650147318840027,DIM1,G1,G,False,23.853113,-27.800156
overall_procurement,Procurement Systems & Processes,0.7822839617729187,DIM6,G3,G,False,0.7707099,-54.35673
overall_procurement_risk,Procurement Systems & Processes,0.6286959648132324,DIM6,G3,G,False,-0.57449365,-53.82991
overall_project_risk,Cost Analysis & Valuation,0.5439385771751404,DIM2_3,G2,G,False,-22.888418,-30.303778
overheads,Cost Analysis & Valuation,0.428260862827301,DIM2_3,G2,G,False,18.506197,-13.213132
owner,Land Acquisition & Property Rights,0.4098023474216461,ESS5,S3,S,False,-42.822674,-4.026823
owners,Land Acquisition & Property Rights,0.4373725354671478,ESS5,S3,S,False,-42.682224,-4.0798645
ownership,Land Acquisition & Property Rights,0.517373263835907,ESS5,S3,S,False,-42.83569,-4.0864825
oxidation,Emissions & Hazardous Pollutants,0.4974495470523834,ESS3_P,E1,E,False,8.509383,34.663467
oxides,Emissions & Hazardous Pollutants,0.45937129855155945,ESS3_P,E1,E,False,8.54947,34.861874
ozone,Emissions & Hazardous Pollutants,0.5886144638061523,ESS3_P,E1,E,False,9.193797,33.65038
paid_up,Bidding & Contract Management,0.5203090310096741,DIM6,G3,G,False,-21.052233,-13.403384
partnerships,Bidding & Contract Management,0.4157918393611908,DIM6,G3,G,False,-7.678585,-38.353123
payable,Bidding & Contract Management,0.4322548508644104,DIM6,G3,G,False,-50.35721,-27.864305
payment,Bidding & Contract Management,0.5341678261756897,DIM6,G3,G,False,-50.27303,-27.75194
payment_obligations,Bidding & Contract Management,0.585695743560791,DIM6,G3,G,False,-36.78679,-50.279488
payroll,Labor Management & Employment,0.6591148376464844,ESS2,S1,S,False,-32.5156,-5.0220537
peak_demand,Energy Efficiency,0.48657065629959106,ESS3_R,E2,E,False,-13.58246,43.027313
peak_load,Energy Efficiency,0.42826172709465027,ESS3_R,E2,E,False,-13.663188,42.685074
penal,Accountability & Integrity,0.5133033990859985,DIM8_9,G5,G,False,-4.268487,1.3494214
penalties,Accountability & Integrity,0.4859755039215088,DIM8_9,G5,G,False,-3.5632715,2.158942
penalty,Accountability & Integrity,0.47002604603767395,DIM8_9,G5,G,False,-3.6172063,2.086003
pensions,Fiscal Management & Sustainability,0.5252012014389038,DIM2_3,G2,G,False,-45.404686,-23.355478
performance,Operations & Performance,0.452044814825058,DIM7,G4,G,False,17.020638,-14.169313
performance_based,Economic Efficiency & Benefits,0.5540655255317688,DIM2_3,G2,G,False,18.352707,-20.932886
performance_indicator,Operations & Performance,0.542298436164856,DIM7,G4,G,False,17.881493,-22.736904
performance_indicators,Operations & Performance,0.6300901174545288,DIM7,G4,G,False,17.58113,-22.802505
performance_monitoring_indicators,Operations & Performance,0.6037887930870056,DIM7,G4,G,False,17.461592,-23.428015
performance_rating,Operations & Performance,0.5193305015563965,DIM7,G4,G,False,18.81556,-22.19919
performance_standards,Operations & Performance,0.5238865613937378,DIM7,G4,G,False,18.12587,-21.539427
performance_targets,Operations & Performance,0.4411791265010834,DIM7,G4,G,False,17.786196,-21.076023
periodic_maintenance,Operations & Performance,0.589901328086853,DIM7,G4,G,False,32.533546,-41.84049
periodic_maintenance_works,Operations & Performance,0.5191571116447449,DIM7,G4,G,False,32.69506,-41.80128
permanent_land_acquisition,Land Acquisition & Property Rights,0.7730984091758728,ESS5,S3,S,False,26.433977,20.905529
permissible,Accountability & Integrity,0.4104161560535431,DIM8_9,G5,G,False,-11.310142,-4.223615
permission,Accountability & Integrity,0.4791422188282013,DIM8_9,G5,G,False,-12.312277,-6.381372
personnel,Workplace Health & Safety,0.5560344457626343,ESS2,S1,S,False,-29.823278,-0.4776874
pesticide,Pest & Vector Management,0.7635446190834045,ESS3_P,E1,E,False,53.720276,16.573837
petrol,Emissions & Hazardous Pollutants,0.5026426315307617,ESS3_P,E1,E,False,3.814706,36.299694
petroleum,Emissions & Hazardous Pollutants,0.5181898474693298,ESS3_P,E1,E,False,3.4015768,36.98443
petroleum_products,Emissions & Hazardous Pollutants,0.5738571882247925,ESS3_P,E1,E,False,1.5460235,38.13688
phosphorus,Emissions & Hazardous Pollutants,0.4085923433303833,ESS3_P,E1,E,False,11.514577,36.705093
photovoltaic,Energy Efficiency,0.5205352306365967,ESS3_R,E2,E,False,-6.971547,54.900932
piped_water,Water Resources & Conservation,0.7197522521018982,ESS3_R,E2,E,False,24.560143,58.67073
piped_water_supply,Water Resources & Conservation,0.6499090790748596,ESS3_R,E2,E,False,24.966312,64.922775
plains,Indigenous Peoples,0.49400225281715393,ESS7,S4,S,False,33.883728,31.034534
planner,Strategic Plan,0.4146377146244049,DIM1,G1,G,False,7.420825,-40.27364
planners,Strategic Plan,0.4489077031612396,DIM1,G1,G,False,7.4229355,-40.268894
planning_process,Strategic Plan,0.5795864462852478,DIM1,G1,G,False,8.996297,-35.570072
plantation,Forestry & Forest Management,0.5930918455123901,ESS6,E3,E,False,32.990097,25.552252
planting,Forestry & Forest Management,0.46011850237846375,ESS6,E3,E,False,37.07903,27.245441
plants,Species & Wildlife,0.6250584721565247,ESS6,E3,E,False,37.59508,27.814445
plastic,Waste Management & Disposal,0.4306465983390808,ESS3_P,E1,E,False,15.974362,34.990257
police,Workplace Health & Safety,0.5494834780693054,ESS2,S1,S,False,-6.192363,3.3898897
policy_development,Strategic Plan,0.5546364188194275,DIM1,G1,G,False,-1.6069344,-32.557003
policy_framework,Legal & Law,0.4934137165546417,DIM1,G1,G,False,-1.7462199,-32.561108
pollutant,Emissions & Hazardous Pollutants,0.6656315922737122,ESS3_P,E1,E,False,15.138795,30.570501
pollutants,Emissions & Hazardous Pollutants,0.790871798992157,ESS3_P,E1,E,False,14.926868,30.664625
polluters,Emissions & Hazardous Pollutants,0.6769220232963562,ESS3_P,E1,E,False,15.463662,29.641754
pollution,Emissions & Hazardous Pollutants,0.7465266585350037,ESS3_P,E1,E,False,14.669107,29.368008
pollution_control,Emissions & Hazardous Pollutants,0.81523597240448,ESS3_P,E1,E,False,14.610733,27.980463
pollution_load,Emissions & Hazardous Pollutants,0.7186237573623657,ESS3_P,E1,E,False,13.357335,28.169817
pond,Water Resources & Conservation,0.4251828193664551,ESS3_R,E2,E,False,38.47651,43.37446
poor_condition,Operations & Performance,0.4928819537162781,DIM7,G4,G,False,21.360802,-21.599037
poor_performance,Operations & Performance,0.5453468561172485,DIM7,G4,G,False,20.29481,-20.992155
positive_cash_flow,Cost Analysis & Valuation,0.4965212643146515,DIM2_3,G2,G,False,-41.501667,-44.11975
positive_impact,Economic Efficiency & Benefits,0.5461229085922241,DIM2_3,G2,G,False,21.724653,-7.4825735
positive_impacts,Economic Efficiency & Benefits,0.5691993832588196,DIM2_3,G2,G,False,21.727747,-7.4771886
post_award,Bidding & Contract Management,0.46146300435066223,DIM6,G3,G,False,12.842653,-53.97461
post_conflict,Dispute Resolution,0.4209422767162323,DIM7,G4,G,False,-6.583898,11.695157
post_project,Bidding & Contract Management,0.4633978009223938,DIM6,G3,G,False,-18.72925,-23.703907
post_qualification,Bidding & Contract Management,0.49065735936164856,DIM6,G3,G,False,-20.57975,-11.172889
post_resettlement,Displacement & Resettlement,0.7488738894462585,ESS5,S3,S,False,40.21387,-17.868307
post_review,Bidding & Contract Management,0.40784263610839844,DIM6,G3,G,False,-8.585069,-63.219593
post_reviews,Bidding & Contract Management,0.413522332906723,DIM6,G3,G,False,-8.587031,-63.226673
potable_water,Water Resources & Conservation,0.8094006180763245,ESS3_R,E2,E,False,23.2043,55.619556
potable_water_supply,Water Resources & Conservation,0.795461893081665,ESS3_R,E2,E,False,26.01629,63.352856
potential_environmental_impacts,Emissions & Hazardous Pollutants,0.6339203715324402,ESS3_P,E1,E,False,29.73355,11.65589
potential_risks,Safety Assessment & Standards,0.641141951084137,ESS4,S2,S,False,-18.905138,22.597223
pothole,Accidents & Hazards,0.5182263851165771,ESS4,S2,S,False,-36.13755,29.706774
potholes,Accidents & Hazards,0.5365645885467529,ESS4,S2,S,False,-36.135677,29.705036
poverty_alleviation,Economic Efficiency & Benefits,0.533065676689148,DIM2_3,G2,G,False,16.76114,-2.1391263
power_companies,Energy Efficiency,0.5712896585464478,ESS3_R,E2,E,False,-22.853748,51.295216
power_company,Energy Efficiency,0.5849409699440002,ESS3_R,E2,E,False,-22.782843,51.570404
power_demand,Energy Efficiency,0.6514068841934204,ESS3_R,E2,E,False,-14.013036,47.05183
power_development,Energy Efficiency,0.6495880484580994,ESS3_R,E2,E,False,-21.646074,55.715324
power_distribution,Energy Efficiency,0.45875805616378784,ESS3_R,E2,E,False,-19.314512,56.1665
power_generating,Energy Efficiency,0.6809954643249512,ESS3_R,E2,E,False,-19.86425,54.936005
power_generation,Energy Efficiency,0.7679033279418945,ESS3_R,E2,E,False,-19.628275,54.7151
power_generation_capacity,Energy Efficiency,0.6466739773750305,ESS3_R,E2,E,False,-16.986582,43.478424
power_grid,Energy Efficiency,0.6282340288162231,ESS3_R,E2,E,False,-17.599607,53.759373
power_market,Energy Efficiency,0.5753120183944702,ESS3_R,E2,E,False,-23.765697,53.36621
power_plant,Energy Efficiency,0.6988728046417236,ESS3_R,E2,E,False,-20.416058,53.141804
power_plants,Energy Efficiency,0.7019380927085876,ESS3_R,E2,E,False,-20.320656,53.0223
power_pool,Energy Efficiency,0.5691482424736023,ESS3_R,E2,E,False,-22.987389,55.27134
power_producers,Energy Efficiency,0.6618821024894714,ESS3_R,E2,E,False,-22.015835,54.379128
power_project,Energy Efficiency,0.6410595774650574,ESS3_R,E2,E,False,-21.16324,56.003464
power_projects,Energy Efficiency,0.661148726940155,ESS3_R,E2,E,False,-21.120136,55.980034
power_sales,Energy Efficiency,0.5252118706703186,ESS3_R,E2,E,False,-24.118408,53.335625
power_sector,Energy Efficiency,0.6040681004524231,ESS3_R,E2,E,False,-17.911629,49.027447
power_sector_development,Energy Efficiency,0.5809679627418518,ESS3_R,E2,E,False,-18.774134,46.82619
power_sector_entities,Energy Efficiency,0.5179624557495117,ESS3_R,E2,E,False,-18.192436,47.99396
power_sector_reform,Energy Efficiency,0.5601282715797424,ESS3_R,E2,E,False,-19.189783,46.437798
power_sector_reforms,Energy Efficiency,0.5194393992424011,ESS3_R,E2,E,False,-19.248617,46.363792
power_sector_restructuring,Energy Efficiency,0.5257185101509094,ESS3_R,E2,E,False,-19.21466,46.369125
power_shortages,Energy Efficiency,0.6203439831733704,ESS3_R,E2,E,False,-18.100008,51.716526
power_station,Energy Efficiency,0.6477110385894775,ESS3_R,E2,E,False,-19.43706,53.48907
power_stations,Energy Efficiency,0.6374191045761108,ESS3_R,E2,E,False,-19.627926,53.27273
power_supply,Energy Efficiency,0.5337457656860352,ESS3_R,E2,E,False,-18.517262,54.87365
power_system,Energy Efficiency,0.6333581805229187,ESS3_R,E2,E,False,-18.992805,52.388073
power_system_expansion,Energy Efficiency,0.4845259487628937,ESS3_R,E2,E,False,-19.537617,51.492126
